date,HU101-CVPM01G,HU101-CVPM01S,HU303-CVPM10G,HU303-CVPM10S,HU302-CVPM11G,HU302-CVPM11S,HU305-CVPM12G,HU305-CVPM12S,HU306-CVPM13G,HU306-CVPM13S,HU402A-CVPM14AG,HU402A-CVPM14AS,HU402B-CVPM14BG,HU402B-CVPM14BS,HU404A-CVPM15AG,HU404A-CVPM15AS,HU404B-CVPM15BG,HU404B-CVPM15BS,HU401-CVPM16G,HU401-CVPM16S,HU403-CVPM17G,HU403-CVPM17S,HU405-CVPM18G,HU405-CVPM18S,HU408A-CVPM19AG,HU408A-CVPM19AS,HU408B-CVPM19BG,HU408B-CVPM19BS,HU102-CVPM02G,HU102-CVPM02S,HU407-CVPM20G,HU407-CVPM20S,HU409A-CVPM21AG,HU409A-CVPM21AS,HU409B-CVPM21BG,HU409B-CVPM21BS,HU409C-CVPM21CG,HU409C-CVPM21CS,HU103A-CVPM03AG,HU103A-CVPM03AS,HU103B-CVPM03BG,HU103B-CVPM03BS,HU104-CVPM04G,HU104-CVPM04S,HU202-CVPM05G,HU202-CVPM05S,HU203-CVPM06G,HU203-CVPM06S,HU204-CVPM07G,HU204-CVPM07S,HU207-CVPM08G,HU207-CVPM08S,HU206-CVPM09G,HU206-CVPM09S,HU501-AGG_VENT,HU511-AGG_SD,HU501-AGS_VENT,HU511-AGS_SD,HU510-AGS_IMP,HU507-AGG_COACH,HU512-AgS_Bard,HU508-AGS_Palo,HU507-AGS_COACH,HU509-AGG_EW,HU502-AGG_AV
1921-10-31,0.0050000000000005596,0.007000000000000561,2.4240000000000137,0.9869999999999948,0.8670000000000009,1.0909999999999975,0.9959999999999987,0.9959999999999987,4.02800000000002,0.08099999999999952,6.875,1.4299999999999926,0.9239999999999999,0.2169999999999992,4.852999999999966,0.0,0.2240000000000011,0.0,0.23300000000000054,0.495000000000001,1.478999999999992,0.0,3.2080000000000055,0.0,2.905999999999999,0.04299999999999993,4.6519999999999975,0.05799999999999983,0.005999999999996675,0.005999999999994898,2.7339999999999947,0.09599999999999986,0.0,0.7009999999999952,0.6749999999999998,0.9329999999999998,0.2369999999999992,0.33399999999999963,0.005000000000004334,0.0029999999999930083,0.0,0.0,0.0,0.0,0.0,0.005000000000016769,0.006999999999997897,0.0019999999999997797,0.0,0.006000000000002004,0.0010000000000189857,0.002000000000001556,0.0009999999999941167,0.0049999999999954525,1.5400000000000018,0.0,0.12999999999999995,0.0,4.789999999999964,0.0,0.0,0.0,0.0,0.001999999999995339,0.0
1921-11-30,0.0,0.0,1.0160000000000053,0.0070000000000014495,0.0,0.0019999999999997797,0.0,0.0,0.0,0.0,0.5140000000000011,0.0,0.04399999999999993,0.0009999999999997788,0.0,0.0,0.0,0.0,0.0,0.005999999999999894,0.0,0.0,0.0010000000000021103,0.0,0.006000000000000005,0.0010000000000000009,0.0050000000000003375,0.0,0.0,0.001000000000000334,0.0029999999999998916,0.0,0.0,0.0,0.0,0.0,0.0050000000000000044,0.0,0.0,0.005999999999996675,0.004999999999999005,1.7763568394002505e-15,0.006999999999999673,0.0010000000000000009,0.0070000000000014495,0.0,0.0,0.0030000000000000027,0.0,0.0,0.005999999999999783,0.0,0.002000000000000446,0.006000000000000227,0.07999999999999996,0.0,0.02,0.0,0.33999999999999986,0.0,0.0,0.0,0.0,0.0020000000000000018,0.0020000000000000018
1921-12-31,0.0,0.0050000000000000044,0.0069999999999961204,0.004999999999999893,0.0,0.0060000000000011156,0.0009999999999994458,0.0009999999999994458,0.00600000000000156,0.007000000000000006,2.5319999999999983,0.0,0.506,0.006000000000000449,0.0,0.0,0.0019999999999997797,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,0.0,0.0020000000000000018,0.0,0.0,0.0,0.0050000000000000044,0.0020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001000000000000334,0.005999999999999339,0.0010000000000000009,0.00600000000000378,0.00300000000000189,0.0,0.006,0.006999999999999673,0.0,0.005999999999999672,0.0,0.0,0.006999999999999992,0.020000000000000004,0.02,0.0,0.0,0.0,0.0,9.71445146547012e-17,0.0,0.0,0.001000000000000112,0.0049999999999999975
1922-01-31,0.0,0.0,0.0,0.0,0.001000000000000334,0.0,0.004999999999999893,0.004999999999999893,0.004999999999999005,0.0,3.890000000000006,0.005000000000006111,0.582,0.0810000000000004,0.0,0.0,0.004999999999999671,0.0,0.0,0.0,0.0030000000000003357,0.0,0.0,0.0,0.004999999999999893,0.0010000000000000009,0.0,0.0,0.0050000000000000044,0.0,0.3169999999999984,0.0,0.0,0.0070000000000014495,0.0019999999999997797,0.002000000000001556,0.0,0.0,0.0,0.0,0.005999999999999561,0.005999999999999783,0.0009999999999998899,0.0,0.0,0.0,0.004999999999999893,0.007,0.0019999999999988916,0.0019999999999993356,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,1.1799999999999997,0.0,0.0,0.0,0.0,9.71445146547012e-17,0.0010000000000000009
1922-02-28,0.0,0.0,1.1750000000000007,0.484,0.0,0.0,0.0,0.0,0.006999999999999673,0.0,3.966999999999997,0.0,0.595,0.0790000000000004,0.004999999999999005,0.0,0.0019999999999996687,0.0,0.0050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.006000000000000005,0.005999999999999339,0.006000000000000005,0.005999999999999894,0.0,0.0,0.0010000000000000009,0.0,0.0,0.0,0.0,0.004999999999999893,0.0,0.0,0.0,0.0,0.007000000000000339,0.002000000000000224,0.0010000000000000009,0.0,0.004999999999999671,0.0,0.005,0.0,0.002000000000001112,0.0,0.0,0.005999999999999894,0.0,0.0200000000000001,9.71445146547012e-17,0.01,0.01000000000000012,0.7299999999999951,0.0,0.0,0.0,0.0,0.004000000000000115,0.0009999999999999974
1922-03-31,0.0,0.0,5.932999999999993,1.2160000000000082,0.8060000000000045,1.0330000000000013,1.0,1.0,3.9369999999999976,0.08699999999999974,22.989999999999995,14.96,4.28,1.7770000000000001,33.00800000000001,0.0,0.7529999999999992,0.0,0.6209999999999951,1.3160000000000096,0.8039999999999949,0.0,19.97200000000001,0.0,7.142999999999997,0.1489999999999999,17.16700000000001,0.2959999999999997,0.005999999999997563,0.0009999999999998899,7.818000000000005,0.5879999999999987,4.770999999999994,6.591000000000001,1.8869999999999987,2.6149999999999984,0.8940000000000019,1.2260000000000026,0.007000000000000117,0.0,0.0,0.00300000000000189,0.0,0.0050000000000000044,0.004999999999999893,0.0019999999999988916,0.0069999999999961204,0.004999999999999893,0.0,0.0019999999999984475,0.0,0.0,0.0,0.0,0.7199999999999993,0.0,0.04999999999999999,0.0,8.660000000000053,0.0,1.7763568394002505e-15,0.0,0.0,0.0009999999999994458,0.0050000000000001155
1922-04-30,0.002000000000000446,0.0070000000000014495,7.304999999999993,1.4860000000000113,4.14800000000001,5.285999999999994,4.254000000000005,4.254000000000005,30.021999999999963,0.4049999999999989,6.655000000000001,1.377999999999993,0.7909999999999999,0.10099999999999998,12.259999999999962,0.0,0.28000000000000114,0.0,1.9480000000000004,4.141999999999996,3.8599999999999994,0.0,35.226,0.0,4.7769999999999975,0.0779999999999999,9.560999999999993,0.11699999999999988,7.222999999999988,8.512999999999998,10.373000000000005,0.7870000000000008,0.6320000000000032,2.6460000000000026,1.2730000000000015,1.7479999999999993,0.30299999999999994,0.41000000000000103,0.0009999999999976694,0.002999999999985903,3.0320000000000107,2.692999999999998,0.004999999999967031,0.0019999999999997797,0.0,0.000999999999990564,0.006000000000014438,0.0,0.0,0.0070000000000014495,0.0,0.0,0.002999999999985903,0.006000000000000227,3.660000000000002,0.0,0.23999999999999977,0.0,8.22999999999999,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0030000000000001137
1922-05-31,0.0,0.0,39.20899999999999,10.683000000000014,9.186,7.786999999999992,9.619999999999983,6.413999999999987,92.64800000000002,1.509999999999999,92.49,33.69699999999999,6.89,3.227,92.094,0.0,1.8120000000000047,0.0,2.8959999999999972,9.244000000000007,19.08699999999999,0.0,80.63599999999997,0.0,12.009,0.19599999999999973,26.933999999999997,0.4690000000000001,21.763999999999996,19.550999999999995,34.530000000000015,2.083000000000002,11.149000000000001,17.589999999999996,4.213999999999995,5.816999999999997,2.2250000000000014,3.0809999999999995,0.005999999999993122,0.0,5.972999999999999,7.068000000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.001999999999995339,0.0010000000000012221,22.599999999999966,4.957000000000011,0.0,0.0020000000000095497,7.679999999999993,0.0,0.6099999999999997,0.0,17.169999999999902,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0
1922-06-30,0.0,0.0,61.67199999999998,17.996000000000002,10.011999999999986,12.736000000000004,14.597000000000023,10.946000000000026,105.344,2.1500000000000004,151.32,157.5,11.27,11.73,171.274,0.0,2.6240000000000023,0.0,4.466000000000001,9.480000000000004,19.684999999999945,0.0,127.84199999999998,0.0,28.150999999999996,0.43399999999999994,112.72,0.9199999999999999,25.43099999999999,22.837000000000003,35.55000000000001,2.138,16.543999999999997,25.705999999999996,6.832999999999998,9.440000000000001,2.8980000000000032,4.003,3.001000000000019,4.263256414560601e-14,8.794000000000004,7.811000000000021,20.451000000000022,0.006999999999999673,0.0020000000000095497,0.005000000000023874,19.215000000000032,0.19399999999999906,0.0,0.001999999999995339,55.82500000000002,12.257999999999992,0.0,0.00600000000004286,9.229999999999997,0.0,0.6099999999999997,0.0,21.630000000000052,0.0,0.0,1.4210854715202004e-14,0.0,0.0,0.0
1922-07-31,0.0,0.0,66.575,19.427000000000014,10.26300000000002,13.056999999999988,15.261000000000003,14.657455000000006,116.27700000000004,2.370000000000002,153.09,159.33,11.4,11.86,412.326,0.0,3.8370000000000015,0.0,4.511999999999997,9.594999999999985,29.121999999999986,0.0,130.97400000000005,0.0,36.583000000000006,0.4989999999999999,130.17,1.066,35.602,68.68710000000002,39.72500000000002,2.3920000000000012,21.025,29.035999999999994,10.805999999999997,17.061999999999998,3.274000000000001,6.028999999999996,3.2029999999999816,0.0,9.363,8.319000000000017,22.06899999999999,0.004999999999999449,0.0010000000000047748,0.0,32.633748000000026,0.22699999999999854,2.352000000000004,0.0,65.082,14.285999999999994,26.212999999999994,5.7266559999999345,10.370000000000005,8.881784197001252e-16,0.6799999999999997,0.0,13.628800000000183,0.0,0.0,0.0,3.552713678800501e-15,0.00400000000003331,0.0019999999999988916
