date,SR_BER-C155,SR_BLB-C9,SR_BUC-D632,SR_BUL-C27,SR_CAS-C106,SR_CAS-D888,SR_CFW-C33,SR_CLE-D94,SR_CLK_INV-C150,SR_CMN-C38,SR_CRW-C116,SR_CRW-PWP_Owens1,SR_DLV-D892,SR_DMV-PMP_Wads,SR_DMV-PWP_Wads,SR_DNP-C88,SR_DNP-D662,SR_EBMUD-WTP209,SR_ENG-C28,SR_FOL-D9,SR_FOL-WTP204,SR_GNT-SR_CRW,SR_GNT-SR_ML,SR_HID-D622,SR_HTH-C44,SR_HTH-SR_DNP,SR_ISB-C65,SR_LA-PWP_Owens2,SR_LL_ENR-C44,SR_LL_ENR-SR_DNP,SR_LVQ-C310,SR_LVQ-D801,SR_MCR-D642,SR_MHW-C161,SR_MIL-C49,SR_MIL-C72,SR_MIL-D605,SR_NHG-C40,SR_NML-D670,SR_ORO-C23,SR_ORO-HSU202SR_6,SR_ORO-WTP201,SR_PAR-C39,SR_PAR-SR_CMN,SR_PNF-C51,SR_PRR-N3,SR_PYM-C106,SR_PYM-D886,SR_RLL_CMB-N201,SR_SCAGG-C315,SR_SCC-C57,SR_SFAGG-WTP301,SR_SFAGG-WTP304,SR_SHA-D5,SR_SKN-C153,SR_SKN-N8,SR_SLW-PWP_Devils,SR_SNL-D714,SR_SNL-PWP_Gianel,SR_TAB-C25,SR_TAB-C80,SR_TRM-C89,SR_TUL-D16,SR_WHI-D5,SR_WHI-D73,SR_WHI-HSU101SR3
1921-10-31,20.049,30.30836798126993,24.86479820631465,45.37746417711228,2.416,64.34486896259747,20.78703314049588,209.02977916140287,593.0485384150213,127.14171252276118,0.0,49.6,0.047,0.0,30.0,0.0,42.37517510642802,20.69,43.041,98.931,0.0,11.245514035789988,7.3185785657965425,20.17573367405455,28.54,0.0,73.3699534416773,41.590489936758985,0.0,52.29600000000001,0.0,0.0,45.60746341463415,57.05464110064352,51.17,0.0,28.30907555187757,21.368930340798077,30.27200212553768,92.60077353689567,0.0,0.0,19.0,0.0,52.87445454545454,0.0,0.262,0.431,21.552,34.57000000000001,20.78,0.0,13.5,41.10474792652727,68.75,35.12755029249847,77.1278925885617,29.52,0.0,55.338,0.0,78.60361445783133,78.191,233.721,12.297,0.0
1921-11-30,10.988,5.153484633854748,0.0,35.15749031922032,2.416,58.05203188104256,0.595,104.64804336772993,51.506102511160336,13.091,0.0,23.07982057757556,0.036,0.0,29.9,0.0,17.851,17.93,41.653,121.95759005315794,0.0,4.227207132865725,0.0,0.0,27.62,0.0,47.6908695652174,0.0,0.0,50.666,9.835009801150008,0.0,19.74848653479785,59.57796811895744,24.42075268817204,0.0,0.0,10.78,8.726088007785458,85.43817022993142,0.0,0.0,18.39,0.0,31.161,0.0,0.262,0.3319999999999999,13.498,26.01,12.060924931910622,0.0,13.5,168.77723686006522,66.53,33.76800000000001,51.87955656754326,28.57,0.0,53.553,0.0,2.922182872512999,8.7,78.637,11.901,0.0
1921-12-31,10.58,1.845,0.0,27.18505127640625,2.416,26.47164701021859,0.615,62.56776686453031,107.79688471763284,13.527,0.0,49.6,0.027,0.0,30.9,0.0,18.446,17.12,43.041,123.91990494639155,0.0,4.553351540222499,0.0,0.0,28.54,0.0,22.52237436745324,0.0,0.0,34.73568247247027,12.3,0.0,22.126032034245124,55.532352989781415,17.63,0.0,0.0,16.078000000000003,11.058160628406542,88.5620692423482,0.0,0.0,18.99551175949897,0.0,12.993,0.0,0.262,157.02682984518202,17.545,21.02,7.020363029689677,0.0,13.5,141.35261923199383,50.329,40.82,90.167,29.52,0.0,55.338,0.0,13.099560761786575,12.977,58.481380768006176,12.297,0.0
1922-01-31,10.328,1.845,0.0,83.56124567630297,2.416,7.065,0.615,17.546000000000003,10.354536096925983,203.08669000000003,0.0,15.150479485436248,0.025,0.0,30.0,0.0,18.446,17.01,97.32340259202157,107.87667330390124,0.0,4.253351540222499,0.0,0.0,28.54,0.0,30.793339846685683,0.0,0.0,0.0,5.6,0.0,12.934536585365851,50.361,13.981612903225804,0.0,0.0,9.026,13.744870074600712,88.24841286702075,0.0,0.0,4.422902112101193,161.06381150722984,0.0,0.0,0.262,0.23,27.29457743115032,20.42,10.109749839640797,0.0,13.5,181.9991798565469,39.84000000000001,37.09,90.167,29.52,0.0,55.338,0.0,8.692933658917367,15.85,17.8348201434531,12.297,0.0
1922-02-28,10.139,60.02724727065019,0.0,190.13205127640623,2.416,7.4129999999999985,48.441848567117184,15.361,81.07901591594293,12.218,0.0,11.720378074887911,0.1852662676238381,0.0,27.9,0.0,16.965254391969665,17.380000000000003,232.688,115.84614286499055,0.0,0.0,3.74023602022456,29.84028462944127,25.759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.604829268292683,95.76000000000002,16.66956989247312,0.0,0.0,65.149,0.0,562.8702470298748,0.0,0.0,17.17,12.220922133157206,0.0,0.0,0.262,0.252,56.37854733914296,11.110733732376175,8.050335274041355,0.0,13.5,180.495,43.276,33.160000000000004,22.554,26.66,0.0,530.5988019721729,0.0,26.90954466270199,9.064,0.0,21.107,0.0
1922-03-31,10.75,22.92855829175494,3.796693694037245,218.1907603716162,2.416,6.892000000000001,80.56264092446932,16.146,45.38120874298289,30.747383563147345,0.0,13.733760120122556,0.031,0.0,30.9,0.0,135.34930790951938,17.81,257.619,172.43144719886973,0.0,0.0,4.595794232205203,6.32239706382034,28.54,0.0,11.254324347609272,0.0,0.0,0.0,0.0,0.0,106.14818348166229,81.66999999999999,92.7354920346545,0.0,0.0,25.61,39.3788338443579,291.91549144978404,0.0,0.0,19.0,30.75210913932724,86.72288367352989,0.0,0.262,38.11655075088295,56.99091910130359,0.0,4.769252648966599,0.0,13.5,199.834,50.139,40.82,81.67319338187718,29.52,0.0,261.02949064186646,0.0,29.168731650617744,51.538,0.0,12.297,0.0
1922-04-30,32.644,25.001704545454555,0.0,180.5882429180245,2.416,31.47492124323175,47.91383359060291,27.432,69.051,28.264,0.0,31.754944664749924,0.042,0.0,29.9,0.0,170.80306063643218,19.99,249.309,353.441,0.0,10.245578920699266,0.0,1.0,27.62,0.0,90.06919631093544,0.0,0.0,50.666,0.0,0.0,184.453,106.80407875676823,187.24337332089752,0.0,54.45614961634114,2.0,112.96918497272708,249.2599940144371,0.0,0.0,18.39,28.27298011545863,396.7463023239591,0.0,0.262,0.383,71.6643946062459,1.706999999999958,1.4699999999999998,0.0,13.5,270.0666968744447,65.3021231555042,39.5,42.115,28.57,0.0,222.6918350652395,0.0,15.15,105.989,63.51942774574337,11.901,0.0
1922-05-31,48.53725422546512,31.759,0.0,76.28272964398306,2.416,123.58788017278968,96.29850825219212,171.689,75.787,32.281,0.0,42.50204209509918,0.062,0.0,30.9,0.0,327.8841619969552,22.6,257.619,588.5200075500181,44.7,24.6,9.67344291715952,1.0,28.54,210.3714231067572,141.428033146936,0.0,0.0,177.7705312691617,0.0,0.0,190.601,35.93311982721032,266.71000000000004,0.0,169.64790609390607,11.32,89.82475981318804,1101.3067451224572,0.0,0.0,19.0,235.5678142243289,490.4765573107868,0.0,0.262,112.84709364187448,131.00141939111575,16.372000000000025,34.169999999999995,0.0,13.5,609.7150207102668,68.75,40.82,43.518,29.52,0.0,1072.02,0.0,140.10951807228915,79.995,27.412722064651128,12.297,0.0
1922-06-30,73.76633584597226,29.3,0.0,140.9008813777557,2.416,165.62433441822617,35.640827354745554,43.291,83.037,31.239,0.0,38.2536911716734,0.075,0.0,29.9,0.0,562.968,24.73,279.4625559179105,593.7960989658334,44.7,1.1175313547454166,47.493884095476005,0.0,27.62,392.472500698345,128.7078487252966,0.0,0.0,50.666,0.0,0.0,184.77897466895595,34.49866558177379,274.78,0.0,222.8892299615279,13.7,467.1754445010582,544.6503930691487,0.0,0.0,18.39,257.5632079112398,379.6509174601816,0.0,0.262,0.69,70.30269200630896,27.345000000000034,26.82,0.0,13.5,379.2812672272825,66.53,33.51992869032695,42.115,28.57,0.0,517.8800653029691,0.0,177.78543162786656,456.3697705424189,0.0,18.926,0.0
1922-07-31,90.265,29.3,47.2,170.62900000000002,2.416,81.14649669141852,121.89031362270104,48.81642257747092,88.068,30.381129999999995,0.0,49.6,0.087,0.0,30.9,0.0,242.73614801249352,25.8,188.8193017784271,130.02571543732356,0.0,24.6,0.0,62.9,28.54,0.0,198.1306192358366,47.198627690777,0.0,48.50373669236883,0.0,0.0,180.2279751727018,73.5448756178045,247.3837916358452,0.0,150.5565665823538,15.31,58.254963012858525,205.12155792557536,0.0,0.0,16.229858021960368,22.30678711596441,219.20827253315224,0.0,0.262,164.235817908093,57.264167051544405,28.046999999999997,17.6267059183865,0.0,13.5,792.1159413774978,68.75,34.404903060168124,81.74141329726088,29.52,0.0,179.358195189776,0.0,31.095860453872422,47.12131286530586,0.0,9.223,0.0
