date,SR_BER,SR_BLB,SR_BUC,SR_BUL,SR_CAS,SR_CFW,SR_CLE,SR_CLK_INV,SR_CMN,SR_CRW,SR_DLV,SR_DMV,SR_DNP,SR_EBMUD,SR_ENG,SR_FOL,SR_GNT,SR_HID,SR_HTH,SR_ISB,SR_LA,SR_LL_ENR,SR_LVQ,SR_MCR,SR_MHW,SR_MIL,SR_NHG,SR_NML,SR_ORO,SR_PAR,SR_PNF,SR_PRR,SR_PYM,SR_RLL_CMB,SR_SCAGG,SR_SCC,SR_SFAGG,SR_SHA,SR_SKN,SR_SLW,SR_SNL,SR_TAB,SR_TRM,SR_TUL,SR_WHI
1921-10-31,1376.18373377,10.0,33.027843739873816,552.5428009344812,247.5262570178518,14.494378233696684,1798.7386410404652,605.79,86.46665836559339,63.014084540346616,39.86510340000001,602.1069039560161,1411.4379280375615,121.6796633,66.0,465.5150799000001,11.5,4.0,302.696328,221.0752695338516,10.258473297797444,164.10642876,99.686,456.3533801692683,78.5,162.37839776971018,137.0309981954878,1672.6788925982034,2613.4372436930284,177.96123,510.353745880909,121.62058,163.84201118999997,48.56781248,68.5930401,21.7982586,123.1453916,2932.9880726168053,33.8,53.60229285773258,580.2354534368926,9.7,0.993027722891559,11.0,181.5
1921-11-30,1363.339067572073,10.0,32.967072507392444,537.8762137791932,186.3103741269749,14.17527329753255,1713.8533237157362,559.3602128319113,73.30962027306437,53.42697046694884,39.81436663174201,571.6861956734161,1448.219339343767,128.02835493905798,64.0,379.314424855356,11.5,4.285595,275.64119759928,185.13,10.2,113.4564088427176,89.72340179276762,439.6559866429633,78.5,188.2935358265308,126.06797195952988,1667.0679887626077,2686.736323139469,161.84165301599998,490.9979702333805,121.0416660392,163.09455805948136,54.3000522081536,58.814348605314,11.09,119.095358350512,2996.091656487553,33.8,68.7985191531049,680.7009842218038,9.7,2.8088644418616795,11.0,181.501
1921-12-31,1385.4775514993669,22.9909071,44.63982559316294,546.7997155959112,314.5928656054607,24.623840208339,1685.8820434509728,485.11,59.75272896292785,18.3,39.94770971926793,540.7861956734162,1510.0889143755976,135.97,62.0,375.4050167672347,11.5,13.16621217535,251.53759182084045,166.41987756521738,10.2,84.76187581391001,77.45836727749476,461.3945233318676,119.30826127420126,253.54022391500345,122.76585308785076,1677.4050220063848,2810.833860423179,155.19025264564866,531.724122543501,121.7945452019638,5.802360891935036,64.85246805630662,52.9185666868084,9.75,116.6787989703223,3184.4764525391074,33.8,49.884528768114095,650.529803237582,9.7,0.57,11.0,181.499
1922-01-31,1382.5088058043473,36.16544118623799,54.61578406990195,512.9845283786324,305.14387435170295,35.639783865196186,1697.7303969631516,485.11,4.0,18.3,39.995768278054186,512.2368474256722,1536.4049843555665,143.05,62.0,370.95331141600064,11.5,21.049359205609715,235.73010453064768,183.36,10.2,100.25448860678912,72.0,488.47429595153807,167.7646143570932,330.92679998406936,127.74013800244224,1695.5174126831655,2953.9581076308423,12.2,594.6218823418362,122.41813327339786,5.312272621856131,65.56,67.58821802310891,9.02,114.17384530789772,3299.562415864404,44.0,33.461642408883655,946.0841806585626,9.7,9.17,11.0,181.5
1922-02-28,1497.1358495995032,57.82,95.83233733776112,395.9336613590955,295.38574992154736,103.0,1725.3587764716983,549.4,4.0,18.3,40.0,484.3126305833008,1689.999,148.59,62.0,575.001,11.5,30.0,225.14945813420115,216.59104080000003,10.2,111.86268592613156,72.981578,642.6193180565671,133.42512685984383,435.0,164.68832190269922,1784.8066968026974,2813.0,50.16314657957759,675.9634317441951,122.64215845728818,4.8,65.56,91.77639091710202,13.02,108.39015340125556,3658.943996763203,33.8,75.0,1162.1083993875748,11.8,8.85,17.279463240000005,190.42251759
1922-03-31,1517.215295674128,77.19,117.0,281.1994161079757,323.7,103.0,1780.5190289114626,566.81,4.0,18.3,39.98378853,453.0226957209992,1689.999,151.21,64.0,680.0,11.5,46.0,223.31500490562436,267.764441653952,10.2,118.66484130070904,78.08748085924957,652.5277277819507,149.24070039362337,440.27768953624224,178.0,1841.306086438936,2922.001,82.28996799006309,674.7543732524672,122.48517649446286,4.8,65.56,113.12672772496538,22.29,105.22417608055886,4058.6405757667626,44.0,59.810962135578826,1128.8621835535896,9.7,10.56,11.0,204.2698606930125
1922-04-30,1493.7960652316249,98.68860185454544,129.26939599999997,301.328,288.4799591293152,103.0,1899.999,536.3704099199999,4.0,18.3,39.853916595234,422.3695373226158,1712.999,146.25478344751733,65.0,715.6741698599999,11.5,6.226339781147097,254.1240041465489,269.78783525439167,10.2,124.74856454506704,87.00525279078917,590.9767234243853,78.5,401.62311919521153,202.291696,1890.6638915309072,3400.1877099582607,154.26182326123453,433.0545972233128,121.92419438611822,97.04295882,65.56,119.88344565836246,36.6964608,99.429295646632,4552.0,39.78574076649352,74.84725438807406,1093.1622902041622,9.7,45.7663017,11.0,206.001
1922-05-31,1438.9577590298538,102.21880863460908,133.65320711931997,716.324134720712,250.6365340477844,103.0,1983.0217124,471.3172116482239,237.16836702414577,18.3,39.61205713222355,389.89974447795214,2002.0,147.72996151411314,66.0,975.0,11.5,21.12054060225903,306.41236435502105,300.4588143780913,10.2,150.91277816282457,96.22583402965842,813.4366766287685,78.5,368.9194783533708,198.18866414672004,2272.8371973665703,3538.0,203.0,629.8885251885201,120.98659733128896,102.87012407780082,65.56,105.17388054535569,33.947106787776,93.4296893240837,4552.0,33.8,75.0,1053.0377765708267,11.8,116.23,11.0,206.002
1922-06-30,1357.42027814869,88.33994823539322,134.20713466948473,890.0,82.22699461721409,103.0,2040.354709741956,398.2528001650463,431.0,18.3,39.372978345124814,358.24294572489976,2030.0,146.28,66.0,975.0,11.5,25.61467822315237,277.8174384493448,356.0648617477732,10.2,301.3,104.8,1024.0,78.5,521.0,185.06073899536065,2255.5868349789653,3538.0,210.0,935.29,119.67994208011103,171.2,65.56,77.07648452440972,15.896722893576882,85.60553924481377,4488.5578404121,33.8,75.0,1011.9078016300684,11.8,53.7711167108434,11.0,194.20892376
1922-07-31,1259.0074697101938,63.26740129830922,86.37543473826105,758.870074241679,179.3861005278318,1.0,2002.7575039931585,318.5773507903178,372.3677555703583,22.476993000000007,39.031798065231854,325.3134194614054,1898.0197249785,141.53,67.0,941.3843828312284,17.697134,4.0,360.0,228.88180332952487,10.2,301.3,104.00351999999998,913.83132038,78.5,335.8168911288661,168.34373814722989,2222.111166931952,3538.0,210.0,995.32,100.23760985461668,6.663309435773932,36.50106799908024,49.26353311634101,0.556883784082,78.26686381204314,4114.398882091458,33.8,49.27237575222659,968.1824740184976,9.7,0.57,11.0,213.56744023681887
