date,SR_BER-C155,SR_BLB-C9,SR_BUC-D632,SR_BUL-C27,SR_CAS-C106,SR_CAS-D888,SR_CFW-C33,SR_CLE-D94,SR_CLK_INV-C150,SR_CMN-C38,SR_CRW-C116,SR_CRW-PWP_Owens1,SR_DLV-D892,SR_DMV-PMP_Wads,SR_DMV-PWP_Wads,SR_DNP-C88,SR_DNP-D662,SR_EBMUD-WTP209,SR_ENG-C28,SR_FOL-D9,SR_FOL-WTP204,SR_GNT-SR_CRW,SR_GNT-SR_ML,SR_HID-D622,SR_HTH-C44,SR_HTH-SR_DNP,SR_ISB-C65,SR_LA-PWP_Owens2,SR_LL_ENR-C44,SR_LL_ENR-SR_DNP,SR_LVQ-C310,SR_LVQ-D801,SR_MCR-D642,SR_MHW-C161,SR_MIL-C49,SR_MIL-C72,SR_MIL-D605,SR_NHG-C40,SR_NML-D670,SR_ORO-C23,SR_ORO-HSU202SR_6,SR_ORO-WTP201,SR_PAR-C39,SR_PAR-SR_CMN,SR_PNF-C51,SR_PRR-N3,SR_PYM-C106,SR_PYM-D886,SR_RLL_CMB-N201,SR_SCAGG-C315,SR_SCC-C57,SR_SFAGG-WTP301,SR_SFAGG-WTP304,SR_SHA-D5,SR_SKN-C153,SR_SKN-N8,SR_SLW-PWP_Devils,SR_SNL-D714,SR_SNL-PWP_Gianel,SR_TAB-C25,SR_TAB-C80,SR_TRM-C89,SR_TUL-D16,SR_WHI-D5,SR_WHI-D73,SR_WHI-HSU101SR3
1921-10-31,20.049,30.30836798126993,24.86479820631465,45.37746417711228,2.416,64.28553475523701,20.78703314049588,209.02977916140287,593.0485384150213,113.36787427427046,0.0,49.6,0.047,0.0,30.0,0.0,42.37517510642802,20.69,43.041,98.931,0.0,11.245514035789988,7.3185785657965425,20.17573367405455,28.54,0.0,72.70593365270896,41.64982414411946,0.0,52.29600000000001,0.0,0.0,45.60746341463415,57.05464110064352,51.17,0.0,28.30907555187757,21.368930340798077,30.27200212553768,92.60077353689567,0.0,0.0,19.0,0.0,52.87445454545454,0.0,0.262,0.431,21.552,34.57000000000001,20.78,0.0,13.5,41.10474792652733,68.75,35.12755029249847,77.1278925885617,29.52,0.0,55.338,0.0,78.60361445783133,78.191,233.721,12.297,0.0
1921-11-30,10.988,5.153484633854748,0.0,35.15749031922032,2.416,58.56109996985547,0.595,104.64804336772993,48.23142020421999,13.091,0.0,23.07982057757556,0.036,0.0,29.9,0.0,17.851,17.93,41.653,119.008,0.0,4.227207132865725,0.0,0.0,27.62,0.0,48.35095171683716,0.0,0.0,50.666,9.835009801150008,0.0,19.74848653479785,59.06890003014453,24.42075268817204,0.0,0.0,10.78,8.726088007785458,85.43817022993142,0.0,0.0,18.39,0.0,31.161,0.0,0.262,0.3319999999999999,13.498,26.01,12.060924931910622,0.0,13.5,168.77723686006522,66.53,33.76800000000001,51.37048847873035,28.57,0.0,53.553,0.0,0.68,8.7,78.637,11.901,0.0
1921-12-31,10.58,1.845,0.0,27.18505127640625,2.416,25.932261274201267,0.615,62.56776686453031,111.0566344732536,13.527,0.0,49.6,0.027,0.0,30.9,0.0,18.446,17.12,43.041,122.975,0.0,4.553351540222499,0.0,0.0,28.54,0.0,39.96826086956521,0.0,0.0,34.11053561431147,12.3,0.0,22.126032034245124,56.07173872579874,17.63,0.0,0.0,16.078000000000003,11.058160628406542,88.5620692423482,0.0,0.0,18.99551175949897,0.0,12.993,0.0,0.262,157.02682984518202,17.545,21.02,7.020363029689677,0.0,13.5,141.35261923199383,68.75,22.399,90.167,29.52,0.0,55.338,0.0,15.338425203648256,12.977,58.481380768006176,12.297,0.0
1922-01-31,10.328,1.845,0.0,83.56124567630297,2.416,7.155,0.615,17.546000000000003,10.354536096925983,203.3603633039013,0.0,15.150479485436248,0.025,0.0,30.0,0.0,18.446,17.01,97.32340259202157,107.603,0.0,4.253351540222499,0.0,0.0,28.54,0.0,13.383217411903049,0.0,0.0,0.0,5.6,0.0,12.934536585365851,50.361,13.981612903225804,0.0,0.0,9.026,13.744870074600712,88.24841286702075,0.0,0.0,17.877518669720224,147.6091949496108,0.0,0.0,0.262,0.23,27.29457743115032,20.42,10.109749839640797,0.0,13.5,181.9991798565469,68.75,8.18000000000001,90.167,29.52,0.0,55.338,0.0,8.692933658917367,15.85,17.8348201434531,12.297,0.0
1922-02-28,10.139,60.02724727065019,0.0,190.13205127640623,2.416,7.4129999999999985,48.441848567117184,15.361,81.07901591594293,12.218,0.0,11.720378074887911,0.1852662676238381,0.0,27.9,0.0,16.34061380211739,17.380000000000003,232.688,120.00346053231138,0.0,0.0,3.74023602022456,25.39706821929352,25.759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.604829268292683,95.76000000000002,16.66956989247312,0.0,0.0,65.149,0.0,562.8702470298748,0.0,0.0,16.89033502841761,12.220922133157206,0.0,0.0,0.262,0.252,56.37854733914296,11.110733732376175,8.050335274041355,0.0,13.5,180.495,62.09,14.346,22.554,26.66,0.0,530.5988019721729,0.0,26.90954466270199,9.064,0.0,21.107,0.0
1922-03-31,10.75,22.92855829175494,3.796693694037245,218.1907603716162,2.416,6.892000000000001,80.56264092446932,16.146,45.38120874298289,13.527,0.0,13.733760120122556,0.031,0.0,30.9,0.0,150.2903079095192,17.81,257.619,172.43144719886973,0.0,0.0,4.595794232205203,10.757882277414431,28.54,0.0,0.0,0.0,0.0,14.941,0.0,0.0,106.47677070832876,81.66999999999999,106.63556995937614,0.0,0.0,25.61,39.3788338443579,291.91549144978404,0.0,0.0,14.457431544086113,13.531725576179891,92.62010629977468,0.0,0.262,38.11655075088295,56.99091910130359,0.0,4.769252648966599,0.0,13.5,199.834,68.75,22.209000000000003,81.50319338187717,29.52,0.0,261.02949064186646,0.0,29.168731650617744,51.538,0.0,12.297,0.0
1922-04-30,32.644,25.001704545454555,0.0,180.5882429180245,2.416,32.1824725867463,47.91383359060291,27.432,69.051,28.264,0.0,31.754944664749924,0.042,0.0,29.9,0.0,170.80306063643218,19.99,249.309,353.441,0.0,10.245578920699266,0.0,59.83922596164193,27.62,0.0,80.54863200059333,0.0,0.0,50.666,0.0,0.0,184.453,106.0965274132537,207.12097327612253,0.0,13.76448654129388,2.0,112.96918497272708,249.2599940144371,0.0,0.0,9.639827205605169,28.27298011545863,400.8970892290363,0.0,0.262,0.383,71.6643946062459,1.706999999999958,1.4699999999999998,0.0,13.5,270.0666968744447,65.3021231555042,39.5,42.115,28.57,0.0,222.6918350652395,0.0,15.15,105.989,63.51942774574337,11.901,0.0
1922-05-31,50.76023294886938,31.759,0.0,76.28272964398306,2.416,123.58788017278968,96.29850825219212,171.689,75.787,32.281,0.0,42.50204209509918,0.062,0.0,30.9,0.0,313.6254459574045,22.6,257.619,602.7500075500182,30.469999999999995,24.6,9.67344291715952,1.0,28.54,210.3714231067572,208.35231845651325,0.0,0.0,163.511815229611,0.0,0.0,190.601,35.93311982721032,266.71000000000004,0.0,170.04963202754692,11.32,89.82475981318804,1101.3067451224572,0.0,0.0,19.0,266.2752069221657,461.9684119861424,0.0,0.262,89.71329073675956,131.00141939111575,16.372000000000025,34.169999999999995,0.0,13.5,609.7150207102668,68.75,40.82,43.518,29.52,0.0,1072.02,0.0,83.96279648941604,79.995,27.412722064651128,12.297,0.0
1922-06-30,73.9888406139316,29.3,0.0,140.9008813777557,2.416,165.62433441822617,35.640827354745554,43.291,83.037,61.83983804517527,0.0,38.2536911716734,0.075,0.0,29.9,0.0,562.968,24.73,279.4625559179105,593.7960989658334,44.7,1.1175313547454166,47.493884095476005,0.0,27.62,392.472500698345,141.90870932343822,0.0,0.0,50.666,0.0,0.0,184.453,34.49866558177379,278.28,0.0,225.87164531213463,13.7,364.0497757516793,544.6503930691487,0.0,0.0,18.39,257.5632079112398,398.0865759314049,0.0,0.262,0.69,70.30269200630896,27.345000000000034,26.82,0.0,13.5,381.8180381486688,66.53,33.51992869032695,42.115,28.57,0.0,517.8800653029691,0.0,180.12614457831324,353.2441017930399,0.0,18.926,0.0
1922-07-31,90.265,29.3,47.2,192.42633926270344,2.416,62.92984096507772,150.77136097791524,48.81642257747092,88.068,79.07159795167631,0.0,49.6,0.087,0.0,30.9,0.0,202.0688805941822,25.8,210.6166410411305,138.70630508743577,0.0,24.6,0.0,24.05260981792043,28.54,0.0,212.6237978815668,47.198627690777,0.0,48.50373669236883,0.0,0.0,190.601,91.76153134414533,303.00000000000006,0.0,184.94952979919495,15.31,100.58432493152291,205.12155792557536,0.0,0.0,16.229858021960368,22.30678711596441,162.07363946602413,18.216655726340814,0.262,164.235817908093,86.1452144067586,28.046999999999997,17.6267059183865,0.0,13.5,593.1867851771124,68.75,34.404903060168124,81.74141329726088,29.52,0.0,179.358195189776,0.0,84.29697716471583,89.45067478397027,0.0,9.223,0.0
