date,GW_01,GW_02,GW_03,GW_04,GW_05,GW_06,GW_07,GW_08,GW_09,GW_10,GW_11,GW_12,GW_13,GW_14,GW_15,GW_16,GW_17,GW_18,GW_19,GW_20,GW_21,GW_AV,GW_CH,GW_EW,GW_HF,GW_IM,GW_MJ,GW_MWD,GW_OW,GW_SBV,GW_SC,GW_SD,GW_VC,SR_BER,SR_BLB,SR_BUC,SR_BUL,SR_BVLB,SR_CAS,SR_CFW,SR_CLE,SR_CLK_INV,SR_CMN,SR_CR1,SR_CR2,SR_CR3,SR_CRW,SR_DLV,SR_DMV,SR_DNP,SR_EBMUD,SR_ENG,SR_FOL,SR_GNT,SR_HID,SR_HTH,SR_ISB,SR_LA,SR_LL_ENR,SR_LVQ,SR_MCR,SR_MHW,SR_MIL,SR_ML,SR_NHG,SR_NML,SR_OL,SR_ORO,SR_PAR,SR_PNF,SR_PRR,SR_PYM,SR_RLL_CMB,SR_SCAGG,SR_SCC,SR_SFAGG,SR_SHA,SR_SKN,SR_SLW,SR_SNL,SR_SS,SR_TAB,SR_TL,SR_TRM,SR_TUL,SR_WHI
1921-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7797243236170353,0.09163201873006879,0.09497026079052916,0.9797348884065387,0.0,0.7935873895608799,0.0007305332893011983,2.4315797981320384,4.768461584978673,0.14624643240755095,0.0,0.0,0.0,0.4314294954433737,0.08789659999999921,1.5354560099999952,3.223318499999963,0.13033670000000186,0.23646417711228834,1.3539201000000065,0.1359073984134696,0.024266325945450987,0.3636719999999936,1.3163116151413776,0.09290460468240311,0.2975712399999964,0.31400000000000317,1.1933169526829228,0.6793588993564812,0.5794383802604193,4.538163750991285,0.46089415275440754,2.9684652762590265,0.0,4.1619827700762855,0.3568200000000024,0.7995012100000061,0.37941999999999343,0.46498880999999975,0.097648301795567,0.4749398999999959,0.2217414000000005,0.7346083999999988,5.9505956067460515,0.46844970750154474,0.02029499999999776,3.1241087372932936,60.455098487999685,0.17277353689567387,0.0,0.0019273953222359258,0.08100212553768088,0.4767791614028675
1921-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8717961825794935,0.04651536614525275,0.05375898307032075,0.40909683606758906,0.0,0.21902927133807776,0.0003601296466728292,0.7372739569993474,2.3765991857253903,0.05699840971177538,0.0,0.0,0.0,0.2345006286879319,0.014736768257999265,0.5442689723856154,1.3500794669800469,-0.2886916390579909,0.10449031922033045,0.5894750284263249,0.0727928671342748,0.014404999999999845,0.13513040071999738,0.5943178170144426,0.05923977182212549,0.0840199172823958,0.12554069833736706,0.4778643279277854,0.24805637758940555,0.38555995072819027,2.471549988444295,0.2275364535588105,1.3939297590100423,0.0,1.9627503236280832,0.14452254400000414,0.3057662992740229,0.5789139607999984,0.15345313051860843,0.03983375981453693,0.20290287188599812,0.04733366808937959,0.3200332494880019,3.1457366003780773,0.17053207099640275,0.05980664465250771,2.0921648060859006,32.922761347197024,0.08217022993142359,0.0,0.0008448503785602902,0.0360880077854584,0.15804336772993183
1921-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0959459625158088,0.0640929000000001,0.024926478581683873,0.19144690687595442,0.0,0.13837376269812976,0.0020615399999995188,0.3035134002331462,1.1085783586577147,0.025076350902583804,0.0,0.0,0.0,0.08032200717133847,-0.16034308752591941,0.0,0.6955036173131557,-0.4487279590863852,0.044051276406247716,0.3320153196330947,0.04664845977750161,0.01938282464999962,0.16360577843954194,0.3776256325467201,0.05890210512273937,0.10055788915828891,0.05503451527286412,0.2518403331566498,0.0,0.23307366301579727,1.6463159243027767,0.10537656983118514,0.7094141687652198,0.0,1.0403934739418825,0.06770437357449188,0.18707198904685066,-0.752879162763811,0.002785615657081227,0.02342884482390248,0.10141868483620603,0.019636970310323323,0.156559380189687,2.277096646463159,0.0,-0.3541159213038311,0.9235703281349997,14.048270157936482,0.03406924234821825,0.0,0.0004392382134243644,0.02116062840654092,0.045386096524126035
1922-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583409866310825,0.08046591376199998,0.022368787391949942,0.15394154097586552,0.0,-0.11146371941000797,0.002081551999799416,0.3056464878211037,0.6314639030739806,0.0015606086373685796,0.0,0.0,0.0,0.10287205478625487,-0.07305855878626023,-0.1077103455496099,0.5383430086460463,-0.5546264790820313,0.03784308428141162,0.24677737944072176,0.04664845977750161,0.01685296974028048,0.167487290192794,0.37666015331429364,0.07480054798936207,0.1252681822498793,0.05836727749476914,0.19838915910386606,-0.12731088238231836,0.2396798692365914,1.6453939873851673,0.08982625149169837,0.546248662387061,0.0,0.8273399253155675,0.0035390263176322653,0.20846238457057514,-0.6235880714340564,-0.0019117299210961662,0.018687190530672405,0.15149833459941092,0.020250160359204798,0.17495366242459673,1.9238322173024969,-0.04922486814767504,-0.07985599457918596,0.8619777304648464,11.698876859011909,0.02041286702074347,0.0,0.007066341082634073,0.014870074600710544,0.06717985654691899
1922-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7500459092404841,0.11819391558780153,0.08014073240723751,0.11881574313065477,0.0,-0.06454602293867538,0.01648263722196056,0.3106204914532948,0.8969840840570241,0.0029221331572047934,0.0,0.0,0.0,0.1796219251120886,-0.18949798956965233,0.025537971904680108,1.0653705534487057,-0.39128983291441827,0.044051276406247716,0.44885088368927933,0.05976397977543911,0.05229098631618908,0.12164639644654637,0.5689591999999905,0.13078777320882373,0.1054911954596256,0.12684068900831585,0.4735314720304443,0.02668221600287457,0.45723009159617395,2.0582088736545283,0.19471273260141242,0.9163072188616153,0.0,0.7878606009681217,0.025453629712090347,0.36814658500208863,-0.22402518389031786,-0.001727378143867804,0.03345266085703777,0.4198427072802565,0.04966472595864318,0.3326919066421618,2.1295182946164704,0.009466650662183617,-0.17135759111633633,2.3103384371890834,25.718139146372735,0.04144505770195623,0.0,0.010455337298011288,0.03653675999999906,0.07048240999999648
1922-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4332815904533853,0.3014417082450694,0.23564364372387986,0.14348487950361738,0.0,0.20730067243034697,0.04327817683426791,1.1937475602359462,2.4077912570171573,0.004725576179892108,0.0,0.0,0.0,0.2662398798774429,-0.014788529999999257,0.4242750236484639,2.2506920904804293,-0.35100878150751724,0.0717603716162108,1.369552801130242,0.10420576779479714,0.1421177225855622,0.19445322857676334,1.2265991460480024,0.19405704503072324,0.17886172675211176,0.2224000618158221,0.9148195662875053,0.4926161569017223,0.5685613891068604,3.2959762934486916,0.47832190269923675,1.6314193986059298,0.0,1.7835085502156298,0.060764509634171196,0.7495095696866088,0.15698196282532248,0.0120073956266395,0.08008089869640955,0.8563425325665873,0.16074735103340038,0.5659773206967137,4.47527272311384,0.20955328255932973,-0.01315551745599354,5.141807343877787,35.225145395407516,0.0960008079175927,0.0,0.021268349382257877,0.040297084357906826,0.25565689698749455
1922-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.816188309153067,0.8129256000000054,0.31973061925368557,0.383173189951236,0.0,0.6674581390389924,0.0855610156429834,3.38802891146241,5.111590080000002,0.008980115458627404,0.0,0.0,0.0,0.3906342559493418,0.0878719347659992,0.8241734208001057,3.862939363567984,0.20504375808784092,0.17924291802456954,2.484830140000013,0.15442107930073454,0.022121669180492506,0.47100075907540967,2.3700666923311022,0.28541294023314645,0.3969180499726108,0.37222806846040685,1.3980043575654206,0.48417298036966355,0.5171474742544848,4.938427200000043,0.9172439999999947,2.990198569104356,0.0,4.153296027302383,0.2510205802331557,1.3068444120428,0.5609821083446435,0.2516894151471912,0.16760539375407635,1.3593398054583616,0.1686121569647218,0.8357095411883314,8.573878892317524,0.3921360780022786,0.024707747504744935,9.908876238663378,58.8626607231513,0.21515894919758816,0.0,0.14369829999999842,0.07018497272708989,0.748432947269105
1922-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.801694868724147,1.2824799532090954,0.40099158771731425,1.4211356353049003,0.0,0.8665510433135236,0.12891113892365183,5.488287599999969,7.323198271775989,1.1873902441471815,0.0,0.0,0.0,0.4979579049008231,0.17985946301045644,1.7294913552614595,7.656792378963813,0.5248219334042097,0.26372964398305143,5.254162309981532,0.22655708284047807,0.03897611955369333,0.7229703780902299,4.691002435144036,0.36447436561367136,0.5239711526314808,0.5594187611307622,3.4390467956167,1.100880172789682,1.192079859338315,7.419573039607143,1.4661298990799985,5.930245604274201,0.0,7.48096483580335,0.26298138779630253,2.165440765135821,0.7015909548292467,0.6599421779633715,0.2685806088842459,1.7419965282703191,0.20872583505854456,1.071118014936645,13.284979289732979,0.7617407664935152,0.1382543880740527,14.852495353819284,84.19242438394706,0.4457451224574511,0.0,0.5735052105839638,0.11975981318803454,1.189277935348896
1922-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.697289935936018,1.2095791412672459,0.5343236618918383,2.1232533429562794,0.0,0.40948517764202497,0.15886465156340618,6.776002658044071,8.206411483177659,1.891736890210212,0.0,0.0,0.0,0.5638401830720223,0.1640787870987272,1.950365741457148,9.770500698344993,0.7099615141131668,0.3383254598452101,6.803901034166767,0.288584549778579,0.0477636106051408,0.8311011840454388,4.603719168563318,0.41317073678296085,1.3467781628245554,0.7058340296584119,5.383676628768415,1.341334418226203,3.767833041236056,9.172105743876077,1.8189625796000122,6.6566708523728515,0.0,9.649606930851721,1.0467920887602433,3.0119492571153836,0.6569921170579226,0.7721549758415275,0.3023079936910408,1.7106596069620583,0.011573796337337742,1.1416883629909855,16.41422773923741,0.9300713096730451,0.1798769700000006,17.731591364216392,72.88315392168431,0.5173277661795412,0.0,0.8393479901393555,0.14567395863941748,1.36310795875001
1922-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.626989637299634,0.992768529094539,0.637540075510311,2.5386724500000377,0.0,1.0526883227313115,0.0018534288433602348,7.7698261702214175,9.396449374728562,2.1522653476997253,0.0,0.0,0.0,0.6230070000000014,0.2541802798929566,2.27425142031983,10.456630812145967,0.747629518194635,0.5096982215728715,5.577328400000036,0.32677375896006716,0.06206840523194394,1.177438449344879,1.7459696590800915,0.37137230922300407,1.5962633076312156,0.7964800000000052,5.8676796200000485,1.7125376794563925,4.3969677800000015,10.413051357962829,2.1438345865964106,9.026423972759279,0.0,11.621619247780405,1.2633548620752066,2.8225360232232295,0.3561861846759102,0.03350917209964832,0.2853185079253668,1.5959156866950066,0.013133191108386476,1.192011086282855,18.383335401120195,1.1910969398318754,0.15421095051254666,18.974514734515235,89.42242725400259,0.5223627357993469,0.0,0.37523887386961646,0.19365014755266083,1.6730158173593328
