date,GW_01,GW_02,GW_03,GW_04,GW_05,GW_06,GW_07,GW_08,GW_09,GW_10,GW_11,GW_12,GW_13,GW_14,GW_15,GW_16,GW_17,GW_18,GW_19,GW_20,GW_21,GW_AV,GW_CH,GW_EW,GW_HF,GW_IM,GW_MJ,GW_MWD,GW_OW,GW_SBV,GW_SC,GW_SD,GW_VC,SR_BER,SR_BLB,SR_BUC,SR_BUL,SR_BVLB,SR_CAS,SR_CFW,SR_CLE,SR_CLK_INV,SR_CMN,SR_CR1,SR_CR2,SR_CR3,SR_CRW,SR_DLV,SR_DMV,SR_DNP,SR_EBMUD,SR_ENG,SR_FOL,SR_GNT,SR_HID,SR_HTH,SR_ISB,SR_LA,SR_LL_ENR,SR_LVQ,SR_MCR,SR_MHW,SR_MIL,SR_ML,SR_NHG,SR_NML,SR_OL,SR_ORO,SR_PAR,SR_PNF,SR_PRR,SR_PYM,SR_RLL_CMB,SR_SCAGG,SR_SCC,SR_SFAGG,SR_SHA,SR_SKN,SR_SLW,SR_SNL,SR_SS,SR_TAB,SR_TL,SR_TRM,SR_TUL,SR_WHI
1921-10-31,38541.811575,136628.0879,132766.27562,60704.631305,91144.026784,175040.087488,56521.530853,190709.73700911299,139434.587199,90230.600064,58855.680564,42594.976153999996,138230.12641199998,178910.3080299832,309111.897801,64776.079942,97238.54847999998,321394.07546,141877.605698,137102.971336,341275.512644,20003.106200000002,3496.1710000000003,7016.437110292499,250.0,932.747,2595.1459999999997,729.037,30000.98,2497.956,457.337,7015.9402,288.3945,1376.18373377,10.0,33.027843739873816,552.5428009344812,8.801318999999994,247.5262570178518,14.494378233696683,1798.7386410404652,605.79,86.46665836559339,0.0,0.0,4145.886265790266,63.014084540346616,39.86510340000001,602.1069039560161,1411.4379280375615,121.67966329999999,66.0,465.51507990000005,11.5,4.0,302.696328,221.07526953385158,10.258473297797444,164.10642876,99.68599999999999,456.3533801692683,78.5,162.37839776971018,2942.3214148148054,137.0309981954878,1672.6788925982034,66.86999893188477,2613.4372436930284,177.96123,510.353745880909,121.62058,163.84201118999997,48.56781248,68.5930401,21.7982586,123.1453916,2932.9880726168053,33.8,53.60229285773258,580.2354534368926,6912.451301512,9.7,10.41774,0.993027722891559,11.0,181.5
1921-11-30,38597.39697,136694.9375,132815.67143,60706.193152,91169.29323,175067.643984,56497.564030999994,190732.688389113,139416.331217,90245.8768,58858.974104,42588.963704999995,138232.162834,178959.50727256562,309122.709329,64823.09003399999,97249.09253999998,321392.54469,141937.788897,137118.578808,341359.955191,20004.80756,3484.7513000000004,7029.4894702924985,250.0,933.024,2615.8574999999996,700.8100000000001,30003.86,2512.886,495.779,7029.639,300.164,1363.339067572073,10.0,32.967072507392444,537.8762137791932,9.879293999999991,186.31037412697492,14.17527329753255,1713.8533237157362,559.3602128319113,73.30962027306437,0.0,0.0,4023.4080415336234,53.42697046694884,39.81436663174201,571.6861956734161,1448.219339343767,128.02835493905798,64.0,379.314424855356,11.5,4.285595,275.64119759928,185.13,10.2,113.45640884271761,89.72340179276762,439.6559866429633,78.5,188.29353582653079,2939.8498648263608,126.06797195952988,1667.0679887626077,105.47981950946033,2686.736323139469,161.84165301599998,490.99797023338044,121.0416660392,163.09455805948136,54.3000522081536,58.814348605314,11.09,119.095358350512,2996.091656487553,33.8,68.7985191531049,680.7009842218038,6883.623740164802,9.7,27.196218329500986,2.8088644418616795,11.0,181.501
1921-12-31,38636.656685,136745.053215,132873.83008299998,60776.449608,91230.59479799999,175140.96469599998,56488.69121799999,190764.029529113,139495.881099,90326.586672,58898.974532,42629.01661399999,138292.157458,179000.736741227,309215.043662,64858.049033999996,97260.86813999998,321447.70917,141985.04425099998,137132.22880799999,341418.15769100003,20035.87456,3530.4393000000005,7044.880150292499,250.0,941.417,2643.1884999999997,677.0590000000001,30006.83,2525.695,532.663,7044.419,308.643,1385.4775514993667,22.990907099999998,44.63982559316294,546.7997155959112,10.476065999999989,314.5928656054607,24.623840208338997,1685.8820434509728,485.11,59.75272896292785,0.0,0.0,3895.782125804046,18.3,39.94770971926793,540.7861956734162,1510.0889143755976,135.97,62.0,375.4050167672347,11.5,13.16621217535,251.53759182084045,166.41987756521738,10.2,84.76187581391001,77.45836727749476,461.3945233318676,119.30826127420126,253.54022391500342,2938.203548902058,122.76585308785077,1677.4050220063848,171.17134621166286,2810.833860423179,155.19025264564866,531.724122543501,121.79454520196381,5.802360891935036,64.85246805630662,52.9185666868084,9.75,116.6787989703223,3184.4764525391074,33.8,49.884528768114095,650.529803237582,6872.358670006865,9.7,62.048895817021986,0.57,11.0,181.49900000000002
1922-01-31,38664.95788,136774.95479,132895.84574699998,60777.876819000005,91232.43361,175151.017496,56479.17455999999,190786.538014113,139522.776445,90327.26328,58918.530584,42632.52330899999,138310.060168,179035.30516501574,309272.732432,64883.559594,97274.96139999997,321475.59277,142013.61990899997,137145.831056,341460.848767,20045.76264,3537.9598000000005,7055.557950292499,250.0,947.794,2680.6924999999997,652.936,30009.890000000003,2536.876,590.105,7055.757,309.95599999999996,1382.5088058043473,36.16544118623799,54.61578406990195,512.9845283786324,14.068392999999986,305.14387435170295,35.639783865196186,1697.7303969631516,485.11,4.0,0.0,0.0,3748.3853731089853,18.3,39.995768278054186,512.2368474256722,1536.4049843555663,143.05,62.0,370.95331141600064,11.5,21.049359205609715,235.73010453064768,183.36,10.2,100.25448860678912,72.0,488.47429595153807,167.7646143570932,330.92679998406936,2936.558154914673,127.74013800244224,1695.5174126831657,200.75702621959744,2953.9581076308423,12.2,594.6218823418362,122.41813327339786,5.312272621856131,65.56,67.58821802310891,9.02,114.17384530789772,3299.562415864404,44.0,33.461642408883655,946.0841806585626,6869.993393147853,9.7,126.29398919509823,9.17,11.0,181.5
1922-02-28,38691.53288,136812.05278,132945.97897,60859.730451,91317.71591399999,175268.661168,56483.648023999995,190839.326219113,139623.894229,90390.54048,58983.196468,42674.33731399999,138392.96130599998,179066.55225978376,309346.397717,64907.445564,97292.89159999997,321514.17037,142034.84066699998,137157.208912,341491.19554700004,20046.95892,3532.1183000000005,7061.685270292499,250.0,953.966,2707.6029999999996,628.009,30013.380000000005,2548.304,634.592,7060.1538,310.25199999999995,1497.1358495995032,57.82,95.83233733776112,395.9336613590955,16.010490999999988,295.38574992154736,103.0,1725.3587764716985,549.4,4.0,0.0,0.0,3623.424525615322,18.3,40.0,484.3126305833008,1689.999,148.59,62.0,575.001,11.5,30.0,225.14945813420115,216.59104080000003,10.2,111.86268592613156,72.981578,642.6193180565671,133.42512685984383,435.0,2938.240182061243,164.68832190269922,1784.8066968026974,226.30661728405056,2813.0,50.163146579577585,675.9634317441951,122.64215845728818,4.8,65.56,91.77639091710202,13.02,108.39015340125557,3658.943996763203,33.8,75.0,1162.1083993875748,6850.789654001481,11.8,261.408671136061,8.85,17.279463240000005,190.42251759
1922-03-31,38712.949905,136828.02186,132954.17728099998,60860.252290000004,91324.81360399998,175258.60981599998,56495.353187999994,190867.836684113,139619.715466,90397.782592,58991.458660000004,42678.51030399999,138436.21122399997,179100.37137284398,309454.46606,64932.389138,97309.30247999997,321577.19381,142056.99956799997,137176.872544,341529.96016200003,20049.93632,3529.7220000000007,7068.919350292499,250.0,954.799,2742.3179999999998,603.72,30018.430000000004,2560.484,655.0,7066.7308,311.52649999999994,1517.215295674128,77.19,117.0,281.1994161079757,30.465617999999985,323.7,103.0,1780.5190289114626,566.81,4.0,0.0,0.0,3274.9659049056445,18.3,39.98378853,453.0226957209992,1689.999,151.21,64.0,680.0,11.5,46.0,223.31500490562433,267.764441653952,10.2,118.66484130070904,78.08748085924957,652.5277277819507,149.24070039362337,440.27768953624224,2939.54,178.0,1841.3060864389358,255.98632035914238,2922.0009999999997,82.28996799006309,674.7543732524672,122.48517649446286,4.8,65.56,113.12672772496538,22.29,105.22417608055886,4058.6405757667626,44.0,59.810962135578826,1128.8621835535896,6871.666108606074,9.7,339.38102778502764,10.56,11.0,204.2698606930125
1922-04-30,38736.855015,136837.420235,132992.80158659676,60913.849915000006,91406.66707799998,175260.41076239757,56491.95237199999,190889.07713661052,139630.023093,90420.941072,59014.641916,42693.55636999999,138505.66797999997,179129.11089965937,309449.99378742755,64956.28865,97339.43157999997,321624.41005,142064.46167299998,137200.497016,341550.34173200006,20054.003960000002,3527.6489000000006,7084.915070292499,250.0,955.377,2758.8675,604.375,30015.100000000002,2561.6231231555043,655.0,7075.2466,297.1834999999999,1493.7960652316249,98.68860185454544,129.26939599999997,301.328,41.46670599999999,288.4799591293152,103.0,1899.999,536.3704099199999,4.0,0.0,0.0,2932.911000066958,18.3,39.853916595234004,422.3695373226158,1712.999,146.25478344751733,65.0,715.6741698599999,11.5,6.226339781147097,254.12400414654894,269.78783525439167,10.2,124.74856454506704,87.00525279078917,590.9767234243853,78.5,401.62311919521153,2934.6015727999998,202.291696,1890.6638915309072,310.05585084620293,3400.1877099582607,154.26182326123453,433.0545972233128,121.92419438611822,97.04295882000001,65.56,119.88344565836246,36.696460800000004,99.42929564663199,4552.0,39.78574076649352,74.84725438807406,1093.1622902041622,6866.156247882923,9.7,357.2300557850276,45.7663017,11.0,206.001
1922-05-31,38755.886715,136821.61772500002,133006.9517183609,60977.542203000005,91522.60077199999,175213.77501839757,56498.385813999994,190831.52249280477,139716.970764,90536.35548204559,59134.119988,42793.66161999999,138661.08011199997,179127.63637240927,309550.49362542754,64988.271974,97395.19981999998,321688.9703310862,142105.201327,137234.37117600002,341577.2053210001,20061.002160000004,3521.4742000000006,7098.983390292499,250.0,955.814,2771.1695,615.837,30006.930000000004,2559.3251231555046,655.0,7061.0152,276.15899999999993,1438.9577590298538,102.21880863460909,133.65320711931997,716.324134720712,63.194809999999976,250.63653404778438,103.0,1983.0217123999998,471.3172116482239,237.16836702414577,0.0,0.0,2355.2207080973967,18.3,39.61205713222355,389.89974447795214,2002.0,147.72996151411314,66.0,975.0,11.5,21.12054060225903,306.41236435502105,300.4588143780913,10.2,150.91277816282457,96.22583402965842,813.4366766287685,78.5,368.9194783533708,2936.855442677552,198.18866414672004,2272.8371973665703,406.0934179848748,3538.0,203.0,629.8885251885201,120.98659733128896,102.87012407780082,65.56,105.17388054535569,33.947106787776,93.4296893240837,4552.0,33.8,75.0,1053.0377765708267,6891.153423498976,11.8,379.92877978502764,116.23,11.0,206.002
1922-06-30,38757.81121,136785.9309,133008.9256581851,60879.801594000004,91498.297608,175142.09333679758,56480.510320999994,190756.56826530726,139715.2446288419,90547.02431828741,59164.107392,42836.52029088813,138785.67840799998,179112.02641402822,309595.5487394275,65022.539986,97456.26911999998,321808.4953510862,142121.021261,137262.21655200003,341599.7313120001,20060.352089502343,3515.5383000000006,7066.728830292499,250.0,956.3439999999999,2776.04,643.8199999999999,29994.880000000005,2563.364123155505,655.0,7060.860128690327,276.0659999999999,1357.42027814869,88.33994823539322,134.20713466948473,890.0,88.59253399999997,82.22699461721409,103.0,2040.3547097419557,398.2528001650463,431.0,0.0,0.0,1660.415033674716,18.3,39.372978345124814,358.24294572489976,2030.0,146.28,66.0,975.0,11.5,25.614678223152374,277.8174384493448,356.0648617477732,10.2,301.3,104.8,1024.0,78.5,521.0,2975.157530846567,185.06073899536065,2255.5868349789653,526.3339384621697,3538.0,210.0,935.29,119.67994208011105,171.2,65.56,77.07648452440972,15.896722893576882,85.60553924481377,4488.5578404121,33.8,75.0,1011.9078016300683,6955.386269577292,11.8,403.0057217850276,53.7711167108434,11.0,194.20892375999998
1922-07-31,38755.27801,136777.56708,133001.44999873202,60776.595453,91469.164886,175062.74039746958,56447.07771239393,190639.3747944153,139634.4018792659,90477.61203131136,59054.414056,42758.53628342719,138846.68978599997,179072.9454777992,309463.06208942755,65043.625054000004,97381.48208055546,321831.11130804516,142136.51886299998,137275.18656971023,341567.85513290524,20069.744649502343,3510.4494000000004,7041.315950292499,250.0,957.0039999999999,2758.689,678.6189999999999,29973.110000000004,2569.8321231555046,655.0,7052.7270317504945,272.1104999999999,1259.0074697101938,63.267401298309224,86.37543473826105,758.870074241679,116.28051999999997,179.3861005278318,1.0,2002.7575039931585,318.5773507903178,372.36775557035827,0.0,0.0,897.0371586928451,22.476993000000007,39.031798065231854,325.3134194614054,1898.0197249784999,141.53,67.0,941.3843828312285,17.697134,4.0,360.0,228.88180332952487,10.2,301.3,104.00351999999998,913.8313203800001,78.5,335.8168911288661,2964.744479488604,168.34373814722989,2222.1111669319516,598.0139387673455,3538.0,210.0,995.32,100.23760985461668,6.663309435773932,36.501067999080234,49.26353311634101,0.556883784082,78.26686381204314,4114.398882091458,33.8,49.27237575222659,968.1824740184976,7018.87862632329,9.7,425.4131417850276,0.57,11.0,213.56744023681887
