link,i,j,k,cost,amplitude,lower_bound,upper_bound
A403.1923-02-28_HU403.1923-02-28_0,A403.1923-02-28,HU403.1923-02-28,0,0.0,1.0,0.0,1000000000000.0
A403.1923-03-31_HU403.1923-03-31_0,A403.1923-03-31,HU403.1923-03-31,0,0.0,1.0,0.0,1000000000000.0
A403.1923-04-30_HU403.1923-04-30_0,A403.1923-04-30,HU403.1923-04-30,0,0.0,1.0,0.0,1000000000000.0
A403.1923-05-31_HU403.1923-05-31_0,A403.1923-05-31,HU403.1923-05-31,0,0.0,1.0,0.0,1000000000000.0
A403.1923-06-30_HU403.1923-06-30_0,A403.1923-06-30,HU403.1923-06-30,0,0.0,1.0,0.0,1000000000000.0
A403.1923-07-31_HU403.1923-07-31_0,A403.1923-07-31,HU403.1923-07-31,0,0.0,1.0,0.0,1000000000000.0
A403.1923-08-31_HU403.1923-08-31_0,A403.1923-08-31,HU403.1923-08-31,0,0.0,1.0,0.0,1000000000000.0
A403.1923-09-30_HU403.1923-09-30_0,A403.1923-09-30,HU403.1923-09-30,0,0.0,1.0,0.0,1000000000000.0
A404A.1922-10-31_HU404A.1922-10-31_0,A404A.1922-10-31,HU404A.1922-10-31,0,0.0,1.0,0.0,1000000000000.0
A404A.1922-11-30_HU404A.1922-11-30_0,A404A.1922-11-30,HU404A.1922-11-30,0,0.0,1.0,0.0,1000000000000.0
A404A.1922-12-31_HU404A.1922-12-31_0,A404A.1922-12-31,HU404A.1922-12-31,0,0.0,1.0,0.0,1000000000000.0
A404A.1923-01-31_HU404A.1923-01-31_0,A404A.1923-01-31,HU404A.1923-01-31,0,0.0,1.0,0.0,1000000000000.0
A404A.1923-02-28_HU404A.1923-02-28_0,A404A.1923-02-28,HU404A.1923-02-28,0,0.0,1.0,0.0,1000000000000.0
A404A.1923-03-31_HU404A.1923-03-31_0,A404A.1923-03-31,HU404A.1923-03-31,0,0.0,1.0,0.0,1000000000000.0
A404A.1923-04-30_HU404A.1923-04-30_0,A404A.1923-04-30,HU404A.1923-04-30,0,0.0,1.0,0.0,1000000000000.0
A404A.1923-05-31_HU404A.1923-05-31_0,A404A.1923-05-31,HU404A.1923-05-31,0,0.0,1.0,0.0,1000000000000.0
A404A.1923-06-30_HU404A.1923-06-30_0,A404A.1923-06-30,HU404A.1923-06-30,0,0.0,1.0,0.0,1000000000000.0
A404A.1923-07-31_HU404A.1923-07-31_0,A404A.1923-07-31,HU404A.1923-07-31,0,0.0,1.0,0.0,1000000000000.0
A404A.1923-08-31_HU404A.1923-08-31_0,A404A.1923-08-31,HU404A.1923-08-31,0,0.0,1.0,0.0,1000000000000.0
A404A.1923-09-30_HU404A.1923-09-30_0,A404A.1923-09-30,HU404A.1923-09-30,0,0.0,1.0,0.0,1000000000000.0
A404B.1922-10-31_HU404B.1922-10-31_0,A404B.1922-10-31,HU404B.1922-10-31,0,0.0,1.0,0.0,1000000000000.0
A404B.1922-11-30_HU404B.1922-11-30_0,A404B.1922-11-30,HU404B.1922-11-30,0,0.0,1.0,0.0,1000000000000.0
A404B.1922-12-31_HU404B.1922-12-31_0,A404B.1922-12-31,HU404B.1922-12-31,0,0.0,1.0,0.0,1000000000000.0
A404B.1923-01-31_HU404B.1923-01-31_0,A404B.1923-01-31,HU404B.1923-01-31,0,0.0,1.0,0.0,1000000000000.0
A404B.1923-02-28_HU404B.1923-02-28_0,A404B.1923-02-28,HU404B.1923-02-28,0,0.0,1.0,0.0,1000000000000.0
A404B.1923-03-31_HU404B.1923-03-31_0,A404B.1923-03-31,HU404B.1923-03-31,0,0.0,1.0,0.0,1000000000000.0
A404B.1923-04-30_HU404B.1923-04-30_0,A404B.1923-04-30,HU404B.1923-04-30,0,0.0,1.0,0.0,1000000000000.0
A404B.1923-05-31_HU404B.1923-05-31_0,A404B.1923-05-31,HU404B.1923-05-31,0,0.0,1.0,0.0,1000000000000.0
A404B.1923-06-30_HU404B.1923-06-30_0,A404B.1923-06-30,HU404B.1923-06-30,0,0.0,1.0,0.0,1000000000000.0
A404B.1923-07-31_HU404B.1923-07-31_0,A404B.1923-07-31,HU404B.1923-07-31,0,0.0,1.0,0.0,1000000000000.0
A404B.1923-08-31_HU404B.1923-08-31_0,A404B.1923-08-31,HU404B.1923-08-31,0,0.0,1.0,0.0,1000000000000.0
A404B.1923-09-30_HU404B.1923-09-30_0,A404B.1923-09-30,HU404B.1923-09-30,0,0.0,1.0,0.0,1000000000000.0
A405.1922-10-31_HU405.1922-10-31_0,A405.1922-10-31,HU405.1922-10-31,0,0.0,1.0,0.0,1000000000000.0
A405.1922-11-30_HU405.1922-11-30_0,A405.1922-11-30,HU405.1922-11-30,0,0.0,1.0,0.0,1000000000000.0
A405.1922-12-31_HU405.1922-12-31_0,A405.1922-12-31,HU405.1922-12-31,0,0.0,1.0,0.0,1000000000000.0
A405.1923-01-31_HU405.1923-01-31_0,A405.1923-01-31,HU405.1923-01-31,0,0.0,1.0,0.0,1000000000000.0
A405.1923-02-28_HU405.1923-02-28_0,A405.1923-02-28,HU405.1923-02-28,0,0.0,1.0,0.0,1000000000000.0
A405.1923-03-31_HU405.1923-03-31_0,A405.1923-03-31,HU405.1923-03-31,0,0.0,1.0,0.0,1000000000000.0
A405.1923-04-30_HU405.1923-04-30_0,A405.1923-04-30,HU405.1923-04-30,0,0.0,1.0,0.0,1000000000000.0
A405.1923-05-31_HU405.1923-05-31_0,A405.1923-05-31,HU405.1923-05-31,0,0.0,1.0,0.0,1000000000000.0
A405.1923-06-30_HU405.1923-06-30_0,A405.1923-06-30,HU405.1923-06-30,0,0.0,1.0,0.0,1000000000000.0
A405.1923-07-31_HU405.1923-07-31_0,A405.1923-07-31,HU405.1923-07-31,0,0.0,1.0,0.0,1000000000000.0
A405.1923-08-31_HU405.1923-08-31_0,A405.1923-08-31,HU405.1923-08-31,0,0.0,1.0,0.0,1000000000000.0
A405.1923-09-30_HU405.1923-09-30_0,A405.1923-09-30,HU405.1923-09-30,0,0.0,1.0,0.0,1000000000000.0
A407.1922-10-31_HU407.1922-10-31_0,A407.1922-10-31,HU407.1922-10-31,0,0.0,1.003,0.0,1000000000000.0
A407.1922-11-30_HU407.1922-11-30_0,A407.1922-11-30,HU407.1922-11-30,0,0.0,1.003,0.0,1000000000000.0
A407.1922-12-31_HU407.1922-12-31_0,A407.1922-12-31,HU407.1922-12-31,0,0.0,1.003,0.0,1000000000000.0
A407.1923-01-31_HU407.1923-01-31_0,A407.1923-01-31,HU407.1923-01-31,0,0.0,1.003,0.0,1000000000000.0
A407.1923-02-28_HU407.1923-02-28_0,A407.1923-02-28,HU407.1923-02-28,0,0.0,1.003,0.0,1000000000000.0
A407.1923-03-31_HU407.1923-03-31_0,A407.1923-03-31,HU407.1923-03-31,0,0.0,1.003,0.0,1000000000000.0
A407.1923-04-30_HU407.1923-04-30_0,A407.1923-04-30,HU407.1923-04-30,0,0.0,1.003,0.0,1000000000000.0
A407.1923-05-31_HU407.1923-05-31_0,A407.1923-05-31,HU407.1923-05-31,0,0.0,1.003,0.0,1000000000000.0
A407.1923-06-30_HU407.1923-06-30_0,A407.1923-06-30,HU407.1923-06-30,0,0.0,1.003,0.0,1000000000000.0
A407.1923-07-31_HU407.1923-07-31_0,A407.1923-07-31,HU407.1923-07-31,0,0.0,1.003,0.0,1000000000000.0
A407.1923-08-31_HU407.1923-08-31_0,A407.1923-08-31,HU407.1923-08-31,0,0.0,1.003,0.0,1000000000000.0
A407.1923-09-30_HU407.1923-09-30_0,A407.1923-09-30,HU407.1923-09-30,0,0.0,1.003,0.0,1000000000000.0
A408A.1922-10-31_HU408A.1922-10-31_0,A408A.1922-10-31,HU408A.1922-10-31,0,0.0,1.0,0.0,1000000000000.0
A408A.1922-11-30_HU408A.1922-11-30_0,A408A.1922-11-30,HU408A.1922-11-30,0,0.0,1.0,0.0,1000000000000.0
A408A.1922-12-31_HU408A.1922-12-31_0,A408A.1922-12-31,HU408A.1922-12-31,0,0.0,1.0,0.0,1000000000000.0
A408A.1923-01-31_HU408A.1923-01-31_0,A408A.1923-01-31,HU408A.1923-01-31,0,0.0,1.0,0.0,1000000000000.0
A408A.1923-02-28_HU408A.1923-02-28_0,A408A.1923-02-28,HU408A.1923-02-28,0,0.0,1.0,0.0,1000000000000.0
A408A.1923-03-31_HU408A.1923-03-31_0,A408A.1923-03-31,HU408A.1923-03-31,0,0.0,1.0,0.0,1000000000000.0
A408A.1923-04-30_HU408A.1923-04-30_0,A408A.1923-04-30,HU408A.1923-04-30,0,0.0,1.0,0.0,1000000000000.0
A408A.1923-05-31_HU408A.1923-05-31_0,A408A.1923-05-31,HU408A.1923-05-31,0,0.0,1.0,0.0,1000000000000.0
A408A.1923-06-30_HU408A.1923-06-30_0,A408A.1923-06-30,HU408A.1923-06-30,0,0.0,1.0,0.0,1000000000000.0
A408A.1923-07-31_HU408A.1923-07-31_0,A408A.1923-07-31,HU408A.1923-07-31,0,0.0,1.0,0.0,1000000000000.0
A408A.1923-08-31_HU408A.1923-08-31_0,A408A.1923-08-31,HU408A.1923-08-31,0,0.0,1.0,0.0,1000000000000.0
A408A.1923-09-30_HU408A.1923-09-30_0,A408A.1923-09-30,HU408A.1923-09-30,0,0.0,1.0,0.0,1000000000000.0
A408B.1922-10-31_HU408B.1922-10-31_0,A408B.1922-10-31,HU408B.1922-10-31,0,0.0,1.0,0.0,1000000000000.0
A408B.1922-11-30_HU408B.1922-11-30_0,A408B.1922-11-30,HU408B.1922-11-30,0,0.0,1.0,0.0,1000000000000.0
A408B.1922-12-31_HU408B.1922-12-31_0,A408B.1922-12-31,HU408B.1922-12-31,0,0.0,1.0,0.0,1000000000000.0
A408B.1923-01-31_HU408B.1923-01-31_0,A408B.1923-01-31,HU408B.1923-01-31,0,0.0,1.0,0.0,1000000000000.0
A408B.1923-02-28_HU408B.1923-02-28_0,A408B.1923-02-28,HU408B.1923-02-28,0,0.0,1.0,0.0,1000000000000.0
A408B.1923-03-31_HU408B.1923-03-31_0,A408B.1923-03-31,HU408B.1923-03-31,0,0.0,1.0,0.0,1000000000000.0
A408B.1923-04-30_HU408B.1923-04-30_0,A408B.1923-04-30,HU408B.1923-04-30,0,0.0,1.0,0.0,1000000000000.0
A408B.1923-05-31_HU408B.1923-05-31_0,A408B.1923-05-31,HU408B.1923-05-31,0,0.0,1.0,0.0,1000000000000.0
A408B.1923-06-30_HU408B.1923-06-30_0,A408B.1923-06-30,HU408B.1923-06-30,0,0.0,1.0,0.0,1000000000000.0
A408B.1923-07-31_HU408B.1923-07-31_0,A408B.1923-07-31,HU408B.1923-07-31,0,0.0,1.0,0.0,1000000000000.0
A408B.1923-08-31_HU408B.1923-08-31_0,A408B.1923-08-31,HU408B.1923-08-31,0,0.0,1.0,0.0,1000000000000.0
A408B.1923-09-30_HU408B.1923-09-30_0,A408B.1923-09-30,HU408B.1923-09-30,0,0.0,1.0,0.0,1000000000000.0
A409A.1922-10-31_C74.1922-10-31_0,A409A.1922-10-31,C74.1922-10-31,0,0.0,1.0,0.0,30.2
A409A.1922-11-30_C74.1922-11-30_0,A409A.1922-11-30,C74.1922-11-30,0,0.0,1.0,0.0,30.2
A409A.1922-12-31_C74.1922-12-31_0,A409A.1922-12-31,C74.1922-12-31,0,0.0,1.0,0.0,30.2
A409A.1923-01-31_C74.1923-01-31_0,A409A.1923-01-31,C74.1923-01-31,0,0.0,1.0,0.0,30.2
A409A.1923-02-28_C74.1923-02-28_0,A409A.1923-02-28,C74.1923-02-28,0,0.0,1.0,0.0,30.2
A409A.1923-03-31_C74.1923-03-31_0,A409A.1923-03-31,C74.1923-03-31,0,0.0,1.0,0.0,30.2
A409A.1923-04-30_C74.1923-04-30_0,A409A.1923-04-30,C74.1923-04-30,0,0.0,1.0,0.0,30.2
A409A.1923-05-31_C74.1923-05-31_0,A409A.1923-05-31,C74.1923-05-31,0,0.0,1.0,0.0,30.2
A409A.1923-06-30_C74.1923-06-30_0,A409A.1923-06-30,C74.1923-06-30,0,0.0,1.0,0.0,30.2
A409A.1923-07-31_C74.1923-07-31_0,A409A.1923-07-31,C74.1923-07-31,0,0.0,1.0,0.0,30.2
A409A.1923-08-31_C74.1923-08-31_0,A409A.1923-08-31,C74.1923-08-31,0,0.0,1.0,0.0,30.2
A409A.1923-09-30_C74.1923-09-30_0,A409A.1923-09-30,C74.1923-09-30,0,0.0,1.0,0.0,30.2
A409A.1922-10-31_C98.1922-10-31_0,A409A.1922-10-31,C98.1922-10-31,0,0.0,1.0,0.0,54.3
A409A.1922-11-30_C98.1922-11-30_0,A409A.1922-11-30,C98.1922-11-30,0,0.0,1.0,0.0,54.3
A409A.1922-12-31_C98.1922-12-31_0,A409A.1922-12-31,C98.1922-12-31,0,0.0,1.0,0.0,54.3
A409A.1923-01-31_C98.1923-01-31_0,A409A.1923-01-31,C98.1923-01-31,0,0.0,1.0,0.0,54.3
A409A.1923-02-28_C98.1923-02-28_0,A409A.1923-02-28,C98.1923-02-28,0,0.0,1.0,0.0,54.3
A409A.1923-03-31_C98.1923-03-31_0,A409A.1923-03-31,C98.1923-03-31,0,0.0,1.0,0.0,54.3
A409A.1923-04-30_C98.1923-04-30_0,A409A.1923-04-30,C98.1923-04-30,0,0.0,1.0,0.0,54.3
A409A.1923-05-31_C98.1923-05-31_0,A409A.1923-05-31,C98.1923-05-31,0,0.0,1.0,0.0,54.3
A409A.1923-06-30_C98.1923-06-30_0,A409A.1923-06-30,C98.1923-06-30,0,0.0,1.0,0.0,54.3
A409A.1923-07-31_C98.1923-07-31_0,A409A.1923-07-31,C98.1923-07-31,0,0.0,1.0,0.0,54.3
A409A.1923-08-31_C98.1923-08-31_0,A409A.1923-08-31,C98.1923-08-31,0,0.0,1.0,0.0,54.3
A409A.1923-09-30_C98.1923-09-30_0,A409A.1923-09-30,C98.1923-09-30,0,0.0,1.0,0.0,54.3
A409A.1922-10-31_HU409A.1922-10-31_0,A409A.1922-10-31,HU409A.1922-10-31,0,0.0,1.012,0.0,1000000000000.0
A409A.1922-11-30_HU409A.1922-11-30_0,A409A.1922-11-30,HU409A.1922-11-30,0,0.0,1.012,0.0,1000000000000.0
A409A.1922-12-31_HU409A.1922-12-31_0,A409A.1922-12-31,HU409A.1922-12-31,0,0.0,1.012,0.0,1000000000000.0
A409A.1923-01-31_HU409A.1923-01-31_0,A409A.1923-01-31,HU409A.1923-01-31,0,0.0,1.012,0.0,1000000000000.0
A409A.1923-02-28_HU409A.1923-02-28_0,A409A.1923-02-28,HU409A.1923-02-28,0,0.0,1.012,0.0,1000000000000.0
A409A.1923-03-31_HU409A.1923-03-31_0,A409A.1923-03-31,HU409A.1923-03-31,0,0.0,1.012,0.0,1000000000000.0
A409A.1923-04-30_HU409A.1923-04-30_0,A409A.1923-04-30,HU409A.1923-04-30,0,0.0,1.012,0.0,1000000000000.0
A409A.1923-05-31_HU409A.1923-05-31_0,A409A.1923-05-31,HU409A.1923-05-31,0,0.0,1.012,0.0,1000000000000.0
A409A.1923-06-30_HU409A.1923-06-30_0,A409A.1923-06-30,HU409A.1923-06-30,0,0.0,1.012,0.0,1000000000000.0
A409A.1923-07-31_HU409A.1923-07-31_0,A409A.1923-07-31,HU409A.1923-07-31,0,0.0,1.012,0.0,1000000000000.0
A409A.1923-08-31_HU409A.1923-08-31_0,A409A.1923-08-31,HU409A.1923-08-31,0,0.0,1.012,0.0,1000000000000.0
A409A.1923-09-30_HU409A.1923-09-30_0,A409A.1923-09-30,HU409A.1923-09-30,0,0.0,1.012,0.0,1000000000000.0
A409B.1922-10-31_HU409B.1922-10-31_0,A409B.1922-10-31,HU409B.1922-10-31,0,0.0,1.012,0.0,1000000000000.0
A409B.1922-11-30_HU409B.1922-11-30_0,A409B.1922-11-30,HU409B.1922-11-30,0,0.0,1.012,0.0,1000000000000.0
A409B.1922-12-31_HU409B.1922-12-31_0,A409B.1922-12-31,HU409B.1922-12-31,0,0.0,1.012,0.0,1000000000000.0
A409B.1923-01-31_HU409B.1923-01-31_0,A409B.1923-01-31,HU409B.1923-01-31,0,0.0,1.012,0.0,1000000000000.0
A409B.1923-02-28_HU409B.1923-02-28_0,A409B.1923-02-28,HU409B.1923-02-28,0,0.0,1.012,0.0,1000000000000.0
A409B.1923-03-31_HU409B.1923-03-31_0,A409B.1923-03-31,HU409B.1923-03-31,0,0.0,1.012,0.0,1000000000000.0
A409B.1923-04-30_HU409B.1923-04-30_0,A409B.1923-04-30,HU409B.1923-04-30,0,0.0,1.012,0.0,1000000000000.0
A409B.1923-05-31_HU409B.1923-05-31_0,A409B.1923-05-31,HU409B.1923-05-31,0,0.0,1.012,0.0,1000000000000.0
A409B.1923-06-30_HU409B.1923-06-30_0,A409B.1923-06-30,HU409B.1923-06-30,0,0.0,1.012,0.0,1000000000000.0
A409B.1923-07-31_HU409B.1923-07-31_0,A409B.1923-07-31,HU409B.1923-07-31,0,0.0,1.012,0.0,1000000000000.0
A409B.1923-08-31_HU409B.1923-08-31_0,A409B.1923-08-31,HU409B.1923-08-31,0,0.0,1.012,0.0,1000000000000.0
A409B.1923-09-30_HU409B.1923-09-30_0,A409B.1923-09-30,HU409B.1923-09-30,0,0.0,1.012,0.0,1000000000000.0
A409C.1922-10-31_HU409C.1922-10-31_0,A409C.1922-10-31,HU409C.1922-10-31,0,0.0,1.012,0.0,1000000000000.0
A409C.1922-11-30_HU409C.1922-11-30_0,A409C.1922-11-30,HU409C.1922-11-30,0,0.0,1.012,0.0,1000000000000.0
A409C.1922-12-31_HU409C.1922-12-31_0,A409C.1922-12-31,HU409C.1922-12-31,0,0.0,1.012,0.0,1000000000000.0
A409C.1923-01-31_HU409C.1923-01-31_0,A409C.1923-01-31,HU409C.1923-01-31,0,0.0,1.012,0.0,1000000000000.0
A409C.1923-02-28_HU409C.1923-02-28_0,A409C.1923-02-28,HU409C.1923-02-28,0,0.0,1.012,0.0,1000000000000.0
A409C.1923-03-31_HU409C.1923-03-31_0,A409C.1923-03-31,HU409C.1923-03-31,0,0.0,1.012,0.0,1000000000000.0
A409C.1923-04-30_HU409C.1923-04-30_0,A409C.1923-04-30,HU409C.1923-04-30,0,0.0,1.012,0.0,1000000000000.0
A409C.1923-05-31_HU409C.1923-05-31_0,A409C.1923-05-31,HU409C.1923-05-31,0,0.0,1.012,0.0,1000000000000.0
A409C.1923-06-30_HU409C.1923-06-30_0,A409C.1923-06-30,HU409C.1923-06-30,0,0.0,1.012,0.0,1000000000000.0
A409C.1923-07-31_HU409C.1923-07-31_0,A409C.1923-07-31,HU409C.1923-07-31,0,0.0,1.012,0.0,1000000000000.0
A409C.1923-08-31_HU409C.1923-08-31_0,A409C.1923-08-31,HU409C.1923-08-31,0,0.0,1.012,0.0,1000000000000.0
A409C.1923-09-30_HU409C.1923-09-30_0,A409C.1923-09-30,HU409C.1923-09-30,0,0.0,1.012,0.0,1000000000000.0
A500.1922-10-31_HU500.1922-10-31_0,A500.1922-10-31,HU500.1922-10-31,0,0.0,1.0,0.0,1000000000000.0
A500.1922-11-30_HU500.1922-11-30_0,A500.1922-11-30,HU500.1922-11-30,0,0.0,1.0,0.0,1000000000000.0
A500.1922-12-31_HU500.1922-12-31_0,A500.1922-12-31,HU500.1922-12-31,0,0.0,1.0,0.0,1000000000000.0
A500.1923-01-31_HU500.1923-01-31_0,A500.1923-01-31,HU500.1923-01-31,0,0.0,1.0,0.0,1000000000000.0
A500.1923-02-28_HU500.1923-02-28_0,A500.1923-02-28,HU500.1923-02-28,0,0.0,1.0,0.0,1000000000000.0
A500.1923-03-31_HU500.1923-03-31_0,A500.1923-03-31,HU500.1923-03-31,0,0.0,1.0,0.0,1000000000000.0
A500.1923-04-30_HU500.1923-04-30_0,A500.1923-04-30,HU500.1923-04-30,0,0.0,1.0,0.0,1000000000000.0
A500.1923-05-31_HU500.1923-05-31_0,A500.1923-05-31,HU500.1923-05-31,0,0.0,1.0,0.0,1000000000000.0
A500.1923-06-30_HU500.1923-06-30_0,A500.1923-06-30,HU500.1923-06-30,0,0.0,1.0,0.0,1000000000000.0
A500.1923-07-31_HU500.1923-07-31_0,A500.1923-07-31,HU500.1923-07-31,0,0.0,1.0,0.0,1000000000000.0
A500.1923-08-31_HU500.1923-08-31_0,A500.1923-08-31,HU500.1923-08-31,0,0.0,1.0,0.0,1000000000000.0
A500.1923-09-30_HU500.1923-09-30_0,A500.1923-09-30,HU500.1923-09-30,0,0.0,1.0,0.0,1000000000000.0
A501.1922-10-31_HU501.1922-10-31_0,A501.1922-10-31,HU501.1922-10-31,0,0.0,1.0,0.0,1000000000000.0
A501.1922-11-30_HU501.1922-11-30_0,A501.1922-11-30,HU501.1922-11-30,0,0.0,1.0,0.0,1000000000000.0
A501.1922-12-31_HU501.1922-12-31_0,A501.1922-12-31,HU501.1922-12-31,0,0.0,1.0,0.0,1000000000000.0
A501.1923-01-31_HU501.1923-01-31_0,A501.1923-01-31,HU501.1923-01-31,0,0.0,1.0,0.0,1000000000000.0
A501.1923-02-28_HU501.1923-02-28_0,A501.1923-02-28,HU501.1923-02-28,0,0.0,1.0,0.0,1000000000000.0
A501.1923-03-31_HU501.1923-03-31_0,A501.1923-03-31,HU501.1923-03-31,0,0.0,1.0,0.0,1000000000000.0
A501.1923-04-30_HU501.1923-04-30_0,A501.1923-04-30,HU501.1923-04-30,0,0.0,1.0,0.0,1000000000000.0
A501.1923-05-31_HU501.1923-05-31_0,A501.1923-05-31,HU501.1923-05-31,0,0.0,1.0,0.0,1000000000000.0
A501.1923-06-30_HU501.1923-06-30_0,A501.1923-06-30,HU501.1923-06-30,0,0.0,1.0,0.0,1000000000000.0
A501.1923-07-31_HU501.1923-07-31_0,A501.1923-07-31,HU501.1923-07-31,0,0.0,1.0,0.0,1000000000000.0
A501.1923-08-31_HU501.1923-08-31_0,A501.1923-08-31,HU501.1923-08-31,0,0.0,1.0,0.0,1000000000000.0
A501.1923-09-30_HU501.1923-09-30_0,A501.1923-09-30,HU501.1923-09-30,0,0.0,1.0,0.0,1000000000000.0
A502.1922-10-31_HU502.1922-10-31_0,A502.1922-10-31,HU502.1922-10-31,0,0.0,1.0,0.0,1000000000000.0
A502.1922-11-30_HU502.1922-11-30_0,A502.1922-11-30,HU502.1922-11-30,0,0.0,1.0,0.0,1000000000000.0
A502.1922-12-31_HU502.1922-12-31_0,A502.1922-12-31,HU502.1922-12-31,0,0.0,1.0,0.0,1000000000000.0
A502.1923-01-31_HU502.1923-01-31_0,A502.1923-01-31,HU502.1923-01-31,0,0.0,1.0,0.0,1000000000000.0
A502.1923-02-28_HU502.1923-02-28_0,A502.1923-02-28,HU502.1923-02-28,0,0.0,1.0,0.0,1000000000000.0
A502.1923-03-31_HU502.1923-03-31_0,A502.1923-03-31,HU502.1923-03-31,0,0.0,1.0,0.0,1000000000000.0
A502.1923-04-30_HU502.1923-04-30_0,A502.1923-04-30,HU502.1923-04-30,0,0.0,1.0,0.0,1000000000000.0
A502.1923-05-31_HU502.1923-05-31_0,A502.1923-05-31,HU502.1923-05-31,0,0.0,1.0,0.0,1000000000000.0
A502.1923-06-30_HU502.1923-06-30_0,A502.1923-06-30,HU502.1923-06-30,0,0.0,1.0,0.0,1000000000000.0
A502.1923-07-31_HU502.1923-07-31_0,A502.1923-07-31,HU502.1923-07-31,0,0.0,1.0,0.0,1000000000000.0
A502.1923-08-31_HU502.1923-08-31_0,A502.1923-08-31,HU502.1923-08-31,0,0.0,1.0,0.0,1000000000000.0
A502.1923-09-30_HU502.1923-09-30_0,A502.1923-09-30,HU502.1923-09-30,0,0.0,1.0,0.0,1000000000000.0
A507.1922-10-31_HU507.1922-10-31_0,A507.1922-10-31,HU507.1922-10-31,0,0.0,1.0,0.0,1000000000000.0
A507.1922-11-30_HU507.1922-11-30_0,A507.1922-11-30,HU507.1922-11-30,0,0.0,1.0,0.0,1000000000000.0
A507.1922-12-31_HU507.1922-12-31_0,A507.1922-12-31,HU507.1922-12-31,0,0.0,1.0,0.0,1000000000000.0
A507.1923-01-31_HU507.1923-01-31_0,A507.1923-01-31,HU507.1923-01-31,0,0.0,1.0,0.0,1000000000000.0
A507.1923-02-28_HU507.1923-02-28_0,A507.1923-02-28,HU507.1923-02-28,0,0.0,1.0,0.0,1000000000000.0
A507.1923-03-31_HU507.1923-03-31_0,A507.1923-03-31,HU507.1923-03-31,0,0.0,1.0,0.0,1000000000000.0
A507.1923-04-30_HU507.1923-04-30_0,A507.1923-04-30,HU507.1923-04-30,0,0.0,1.0,0.0,1000000000000.0
A507.1923-05-31_HU507.1923-05-31_0,A507.1923-05-31,HU507.1923-05-31,0,0.0,1.0,0.0,1000000000000.0
A507.1923-06-30_HU507.1923-06-30_0,A507.1923-06-30,HU507.1923-06-30,0,0.0,1.0,0.0,1000000000000.0
A507.1923-07-31_HU507.1923-07-31_0,A507.1923-07-31,HU507.1923-07-31,0,0.0,1.0,0.0,1000000000000.0
A507.1923-08-31_HU507.1923-08-31_0,A507.1923-08-31,HU507.1923-08-31,0,0.0,1.0,0.0,1000000000000.0
A507.1923-09-30_HU507.1923-09-30_0,A507.1923-09-30,HU507.1923-09-30,0,0.0,1.0,0.0,1000000000000.0
A508.1922-10-31_HU508.1922-10-31_0,A508.1922-10-31,HU508.1922-10-31,0,0.0,1.0,0.0,1000000000000.0
A508.1922-11-30_HU508.1922-11-30_0,A508.1922-11-30,HU508.1922-11-30,0,0.0,1.0,0.0,1000000000000.0
A508.1922-12-31_HU508.1922-12-31_0,A508.1922-12-31,HU508.1922-12-31,0,0.0,1.0,0.0,1000000000000.0
A508.1923-01-31_HU508.1923-01-31_0,A508.1923-01-31,HU508.1923-01-31,0,0.0,1.0,0.0,1000000000000.0
A508.1923-02-28_HU508.1923-02-28_0,A508.1923-02-28,HU508.1923-02-28,0,0.0,1.0,0.0,1000000000000.0
A508.1923-03-31_HU508.1923-03-31_0,A508.1923-03-31,HU508.1923-03-31,0,0.0,1.0,0.0,1000000000000.0
A508.1923-04-30_HU508.1923-04-30_0,A508.1923-04-30,HU508.1923-04-30,0,0.0,1.0,0.0,1000000000000.0
A508.1923-05-31_HU508.1923-05-31_0,A508.1923-05-31,HU508.1923-05-31,0,0.0,1.0,0.0,1000000000000.0
A508.1923-06-30_HU508.1923-06-30_0,A508.1923-06-30,HU508.1923-06-30,0,0.0,1.0,0.0,1000000000000.0
A508.1923-07-31_HU508.1923-07-31_0,A508.1923-07-31,HU508.1923-07-31,0,0.0,1.0,0.0,1000000000000.0
A508.1923-08-31_HU508.1923-08-31_0,A508.1923-08-31,HU508.1923-08-31,0,0.0,1.0,0.0,1000000000000.0
A508.1923-09-30_HU508.1923-09-30_0,A508.1923-09-30,HU508.1923-09-30,0,0.0,1.0,0.0,1000000000000.0
A509.1922-10-31_HU509.1922-10-31_0,A509.1922-10-31,HU509.1922-10-31,0,0.0,1.0,0.0,1000000000000.0
A509.1922-11-30_HU509.1922-11-30_0,A509.1922-11-30,HU509.1922-11-30,0,0.0,1.0,0.0,1000000000000.0
A509.1922-12-31_HU509.1922-12-31_0,A509.1922-12-31,HU509.1922-12-31,0,0.0,1.0,0.0,1000000000000.0
A509.1923-01-31_HU509.1923-01-31_0,A509.1923-01-31,HU509.1923-01-31,0,0.0,1.0,0.0,1000000000000.0
A509.1923-02-28_HU509.1923-02-28_0,A509.1923-02-28,HU509.1923-02-28,0,0.0,1.0,0.0,1000000000000.0
A509.1923-03-31_HU509.1923-03-31_0,A509.1923-03-31,HU509.1923-03-31,0,0.0,1.0,0.0,1000000000000.0
A509.1923-04-30_HU509.1923-04-30_0,A509.1923-04-30,HU509.1923-04-30,0,0.0,1.0,0.0,1000000000000.0
A509.1923-05-31_HU509.1923-05-31_0,A509.1923-05-31,HU509.1923-05-31,0,0.0,1.0,0.0,1000000000000.0
