date,GW_01-HGP01,GW_02-HGP02,GW_03-HGP03,GW_04-HGP04,GW_05-HGP05,GW_06-HGP06,GW_07-HGP07,GW_08-HGP08,GW_09-HGP09,GW_10-HGP10,GW_11-HGP11,GW_12-HGP12,GW_13-HGP13,GW_14-HGP14,GW_15-HGP15,GW_16-HGP16,GW_17-HGP17,GW_18-HGP18,GW_19-HGP19,GW_20-HGP20,GW_21-HGP21,GW_AV-HGPAV,GW_CH-HGPCH,GW_EW-HGPEW,GW_HF-HGPHF,GW_IM-HGPIM,GW_IM-SINK,GW_MJ-HGPMJ,GW_MWD-HGPMWD,GW_OW-HGPOW,GW_SBV-HGPSBV,GW_SC-HGPSC,GW_SD-HGPSD,GW_VC-HGPVC
1921-10-31,0.0,11.18,2.36,2.11,5.79,7.943,0.0,15.86,10.2,7.9,55.1338783269962,55.24540019286403,19.770000000000003,4.422507403751234,6.11,0.0,24.243,17.23,3.4400000000000004,10.79,38.98,0.0,27.07,0.0,0.0,0.0,0.0,18.16,100.8,2.88,21.289,0.0,1.247449707501545,11.451999999999998
1921-11-30,0.0,10.09,2.15,1.82,5.34,6.773000000000001,0.0,11.96,8.959999999999999,6.96,14.170000000000002,15.029507232401157,15.39,1.6584402764067132,5.04,0.0,8.58,13.01,2.7,8.16,33.3,0.0,25.54,0.0,0.0,0.0,0.0,14.239999999999998,97.6,0.0,0.0,0.0,0.0,4.112
1921-12-31,0.0,8.74,2.15,1.82,3.96,5.053000000000001,0.0,10.52,7.14,5.5,12.510000000000002,12.381956605593055,12.775,2.7147087857847985,4.32,0.0,7.130000000000001,10.93,2.43,6.46,29.85,0.0,23.3,0.0,0.0,0.0,0.0,11.31,100.8,0.0,0.0,0.0,0.0,3.5619999999999994
1922-01-31,0.0,9.7,2.15,1.82,5.3,6.593000000000001,0.0,10.010000000000002,8.85,6.87,11.93,9.02,12.452000000000002,3.1293188548864754,4.99,0.0,6.44,9.49,2.74,6.03,30.06,0.0,21.85,0.0,0.0,0.0,0.0,9.94,100.8,0.0,0.0,1.343025014641853,0.0,3.1919999999999997
1922-02-28,0.0,10.47,2.2,1.99,5.609999999999999,6.843000000000001,0.0,10.39,9.58,7.43,12.36,17.33457087753134,11.820012640819533,3.188548864758144,5.36,0.0,7.07,10.39,3.18,6.54,30.77,0.0,22.27,0.0,0.0,0.0,0.0,10.89,91.1,0.0,0.0,18.60173373237616,0.0,0.0
1922-03-31,0.0,14.06,3.37,2.91,6.9,8.403,0.0,11.23,12.76,9.85,47.65558935361216,51.62255544840888,33.53879819958952,9.249753208292203,7.87,0.0,9.112999999999998,10.86,4.470000000000001,7.56,33.99,0.0,23.01,0.0,0.0,0.0,0.0,13.85,100.8,0.22,0.0,17.66,0.0,6.402
1922-04-30,0.0,19.64,5.41,4.5200000000000005,9.15,12.917185814185828,0.0,9.713865213082274,16.95,13.03,82.57000000000001,100.11,164.24811217662025,4.284304047384008,10.52,0.0,63.82300000000001,86.1916561315705,5.86,10.53,40.99,0.0,25.83,0.0,0.0,0.0,0.0,18.92,97.6,9.33,15.910876844495824,31.679241252982024,0.0,19.872
1922-05-31,0.0,27.789100000000005,7.199999999999999,5.930000000000001,11.12,87.96476823176828,0.0,102.62764122893958,19.93,84.72751610009912,88.19,104.3,249.556,14.88647581441264,23.12,0.0,31.10926375194634,321.57,7.32,13.74,48.49,0.0,28.43,38.91200000000002,0.0,0.0,0.0,21.32,100.8,15.84,23.11,26.20799999999997,0.0,37.152
1922-06-30,10.2,43.35910000000001,7.99,22.034490996149646,11.989999999999998,100.533,2.574121212121195,133.66111992071362,72.27,139.9076874326065,92.19,107.28,253.599,24.353405725567622,29.020000000000003,0.0,130.06173058930202,325.62,7.949999999999999,17.1,110.99312252964428,0.0,30.65,47.32400000000001,0.0,0.0,0.0,25.83,97.6,19.3,23.11,24.414999999999964,40.59207130967305,44.542
1922-07-31,11.8,57.2591,7.800000000000001,6.4,11.78,100.373,39.52753030303029,178.04911793855308,71.55,142.2433425047821,95.34,109.62,256.58000000000004,24.62981243830208,213.53374437703275,0.0,171.97,328.09000000000003,14.53235458467424,18.54,120.34679841897234,0.0,31.94,56.37400000000001,0.0,0.0,0.0,26.950000000000003,100.8,27.91,23.11,25.283000000000012,46.73509693983188,36.982
