date,GW_01,GW_02,GW_03,GW_04,GW_05,GW_06,GW_07,GW_08,GW_09,GW_10,GW_11,GW_12,GW_13,GW_14,GW_15,GW_16,GW_17,GW_18,GW_19,GW_20,GW_21,GW_AV,GW_CH,GW_EW,GW_HF,GW_IM,GW_MJ,GW_MWD,GW_OW,GW_SBV,GW_SC,GW_SD,GW_VC
1969-08-31,30151.570886134527,155043.27825092903,152051.42692999984,120914.724706661,116889.7642905387,150607.1587496578,53144.89856819101,192553.47035844155,200510.58753946767,194528.7147739165,98381.13339505876,96197.53722367733,246376.98077291012,324707.1175845806,402867.2302210454,87596.74309334285,84990.7153444635,284820.8578162534,157582.2904561639,164846.59114061645,413391.83898337546,20330.040030905373,3022.500499999993,7171.859938616257,250.0,1000.0,2955.7567824157386,1363.2559999999996,28150.149590301684,2921.681213191523,521.4846321622717,7069.241094111718,538.7610000000004
1969-09-30,30151.45238613453,155061.20472092903,152126.63399999985,121007.996946661,116946.2588805387,150645.8501896578,53171.38412819101,192556.7161374009,200545.11419946767,194545.5373339165,98393.86963505876,96115.71033472844,246481.30175291013,324735.1104059626,403039.0499710454,87586.63747334285,85007.18694446351,284920.1269962534,157596.3307961639,164890.55290061646,413415.8002733754,20324.10835176905,3032.832799999993,7198.519357849764,250.0,1000.0,2950.8957824157387,1392.2499999999995,28140.789590301683,2922.439213191523,500.87667734105145,7066.459894111717,551.2980000000003
1969-10-31,30147.960836134527,155053.13735092903,152170.13285999984,121039.747886661,116966.22240053873,150660.4457096578,53191.32782819102,192591.9144474009,200551.35939946768,194567.7810939165,98412.30459505875,96124.76759889936,246570.40240444505,324764.9367085589,403156.9609810454,87589.40839334285,85006.6617444635,284992.8492762534,157613.15584616392,164925.13170061645,413432.09193337546,20325.00891895905,3028.143799999993,7224.319917849763,250.0,1000.0,2941.4557824157387,1405.0659999999996,28139.789590301683,2921.8253129360087,501.61304873260593,7088.980094111717,564.6925000000003
1969-11-30,30131.474486134528,155019.37119092903,152204.94756999984,121034.211196661,116978.07210053872,150659.9358296578,53214.075438191016,192656.91790740093,200563.0781894677,194576.0669339165,98422.77147505878,96148.11006889936,246662.08730444504,324795.42495828244,403255.69072104536,87607.45825334285,85018.98444446351,285049.98549625336,157623.02088616393,164954.88186061644,413441.8625933754,20326.64627895905,3032.706099999993,7238.462277849763,250.0,1000.0,2940.1437824157388,1373.2759999999996,28140.739590301684,2915.513186853229,516.3056219666407,7103.778894111717,580.5740000000003
1969-12-31,30213.901936134527,155254.00543092904,152354.07361999984,121377.630646661,117195.74592053871,150793.9580696578,53313.62272819102,192783.7086774009,200640.2592694677,194590.5719739165,98459.08975505878,96177.48668889936,246739.12540444505,324829.1644894967,403359.16486104537,87620.35525334284,85036.76504446351,285096.8922762534,157633.11967616391,164986.57486061644,413440.1270933754,20327.882278959056,3030.814099999993,7251.072957849763,250.0,1000.0,2936.8687824157387,1332.9359999999997,28156.719590301684,2905.122186853229,548.9250404587008,7115.788894111717,589.0530000000003
1970-01-31,30366.582786134528,155576.85508092903,152542.20905999985,121687.983326661,117524.87766053872,151073.5601096578,53457.66558819102,193035.73950740093,200790.0889494677,194668.3784939165,98632.53621832877,96335.3711421202,246930.82092444503,324878.51218064176,403494.57110104535,87657.60711334285,85059.52614446351,285198.64583625336,157647.1598161639,165018.89866061645,413436.86266337545,20330.26035895905,3041.635099999993,7261.970757849763,250.0,1000.0,2939.2967824157386,1307.1229999999996,28157.859590301683,2907.8808391268217,607.4770404587008,7127.486894111717,590.3660000000003
1970-02-28,30272.543786134527,155460.05910092904,152576.67079999985,121532.929486661,117472.0337705387,151116.4219496578,53452.340398191016,193135.0143274009,200727.3060194677,194728.2687739165,98715.36516616146,96392.55031124264,247033.07438444503,324924.482311777,403622.8411110453,87676.81007334284,85078.24894446351,285281.9307962534,157655.7284761639,165056.9437406165,413436.26288337546,20335.09763895905,3039.233599999993,7268.128077849763,250.0,1000.0,2958.117226426386,1280.7859999999996,28174.259590301685,2896.1238391268216,642.2150404587007,7132.153694111717,587.1700000000004
1970-03-31,30233.534136134527,155390.20131092903,152587.83568999983,121248.89227666102,117414.54057053872,151099.2815096578,53441.07050819101,193213.91003740093,200691.1328794677,194787.8568139165,98744.13469680784,96377.90302579424,247118.0614152942,324975.7875985687,403790.6224210453,87699.77673334285,85093.18834271801,285356.5599703508,157673.5193261639,165097.71478061646,413445.2109133755,20340.11503895905,3053.037799999993,7275.532157849763,250.0,1000.0,2958.916226426386,1254.8269999999995,28176.969590301684,2908.220839126822,655.0,7139.040694111717,582.0425000000004
1970-04-30,30213.76753613453,155331.275550929,152655.16696999985,121243.77660666102,117370.84761053872,151113.0765096578,53436.79591819101,193274.93274218784,200676.64997152303,194853.2646139165,98732.15725680784,96321.78748524423,247183.68047475477,325018.6061945213,403966.8401510453,87713.50709334285,85084.12522633049,285288.9435103508,157685.94372616388,165129.39214061646,413441.0722433754,20344.42267895905,3050.964699999993,7281.374877849763,250.0,1000.0,2970.275726426386,1252.8549999999996,28186.65959030168,2902.160839126822,655.0,7147.966494111717,567.6995000000004
1970-05-31,30217.53863613453,155339.162860929,152720.86609999984,121289.67218666102,117408.0664405387,151118.22022142605,53431.99979819101,193274.8910909589,200663.81383673905,194865.8184578164,98692.37877680783,96256.04155524424,247112.42567475475,325050.48646870686,404163.4707610453,87701.76147334285,85090.6189178366,285140.7032103508,157697.15077616388,165163.90362061645,413405.1566606877,20328.820878959054,3044.789999999993,7285.991305083269,250.0,1000.0,2982.577726426386,1261.2809999999995,28179.489590301684,2899.862839126822,642.0986223141866,7127.257094111717,546.6750000000004
