date,PMP_Banks-D800,PMP_Tracy-D701
1933-11-30,183.15455750609303,87.4429924939069
1933-12-31,188.86,194.35015
1934-01-31,236.07,140.63722212873452
1934-02-28,223.4986177419355,126.19903225806452
1934-03-31,241.9626152284752,104.363
1934-04-30,228.46,113.11282010324624
1934-05-31,283.28000000000003,239.4390000000001
1934-06-30,274.15,236.042
1934-07-31,197.18905471418523,258.25
1934-08-31,267.805,258.25
1934-09-30,182.76,133.5675
1934-10-31,253.1328698294909,0.703
1934-11-30,219.6054283222432,131.20212167775676
1934-12-31,162.53893964528183,164.48021035471814
1935-01-31,271.30433272250536,258.25
1935-02-28,213.23,140.68843449654773
1935-03-31,318.44115000000016,258.25
1935-04-30,397.0,273.72
1935-05-31,295.33706989247327,258.25
1935-06-30,336.6103735834479,249.92
1935-07-31,242.2789450365485,258.25
1935-08-31,267.805,258.25
1935-09-30,188.1095,249.92
1935-10-31,322.8059706034565,105.05552939654352
1935-11-30,267.4190359766471,76.66351402335295
1935-12-31,188.86,171.52915000000002
1936-01-31,375.4873327225053,258.25
1936-02-29,510.0,255.46
1936-03-31,439.6648988824252,258.25
1936-04-30,397.0,273.72
1936-05-31,411.0,258.25
1936-06-30,397.0,249.92
1936-07-31,203.2285,258.25
1936-08-31,363.5951634487035,258.25
1936-09-30,320.5054288537551,249.92
1936-10-31,287.5803851405669,198.4291148594332
1936-11-30,256.4479205855814,153.95562941441852
1936-12-31,188.86,194.59115
1937-01-31,202.76681032459703,193.74388967540295
1937-02-28,536.0,253.57326159480988
1937-03-31,497.0,282.84
1937-04-30,397.0,273.72
1937-05-31,411.0,282.79
1937-06-30,397.0,249.92
1937-07-31,141.64,223.515
1937-08-31,290.025028796272,258.25
1937-09-30,182.76,235.0075
1937-10-31,283.28000000000003,152.23050000000006
1937-11-30,268.439606200248,190.8459437997519
1937-12-31,468.0,282.92
1938-01-31,514.0,258.25
1938-02-28,560.53,233.25
1938-03-31,518.0,282.84
1938-04-30,397.0,273.72
1938-05-31,411.0,282.79
1938-06-30,397.0,273.72
1938-07-31,411.0,282.84
1938-08-31,288.53260603145344,258.25
1938-09-30,345.79642885375506,249.92
1938-10-31,316.84680163262306,166.011698367377
1938-11-30,307.95427079583226,182.0282792041677
1938-12-31,188.86,254.16315000000003
1939-01-31,188.86,144.83369999999996
1939-02-28,212.18015528362076,137.5397414778739
1939-03-31,283.28000000000003,159.71415000000002
1939-04-30,228.46,193.9859612766136
1939-05-31,283.28000000000003,238.4232849462365
1939-06-30,303.1998245613703,249.92
1939-07-31,141.64,178.81449999999998
1939-08-31,94.43,145.49946306685365
1939-09-30,182.76,168.5605
1939-10-31,283.28000000000003,15.481320070008564
1939-11-30,253.03660395087405,71.00889604912595
1939-12-31,188.86,128.09915
1940-01-31,412.0863327225052,258.25
1940-02-29,427.0,255.46
1940-03-31,459.0,282.84
1940-04-30,397.0,273.72
1940-05-31,411.0,258.25
1940-06-30,397.0,249.92
1940-07-31,202.4935000000001,258.25
1940-08-31,410.305,258.25
1940-09-30,320.94642885375504,249.92
1940-10-31,287.4434851140474,201.9728502383999
1940-11-30,271.2166291689892,175.14640237794765
1940-12-31,452.36415,258.25
1941-01-31,487.0,282.84
1941-02-28,562.247,233.25
1941-03-31,518.0,282.84
1941-04-30,397.0,273.72
1941-05-31,411.0,282.79
1941-06-30,397.0,273.72
1941-07-31,411.0,258.25
1941-08-31,411.0,282.84
1941-09-30,397.0,249.92
1941-10-31,366.7793032340576,258.25
1941-11-30,299.41396208685694,198.71258791314304
1941-12-31,445.0,282.92
1942-01-31,513.0,282.84
1942-02-28,479.0,255.46
1942-03-31,476.0,282.84
1942-04-30,397.0,273.72
1942-05-31,411.0,282.79
1942-06-30,397.0,273.72
1942-07-31,411.0,282.84
1942-08-31,411.0,282.84
1942-09-30,371.6355798733026,249.92
1942-10-31,377.71,258.25
1942-11-30,319.84,244.19055
1942-12-31,302.6461500000001,258.25
1943-01-31,575.0,282.84
1943-02-28,511.0,255.46
1943-03-31,518.0,282.84
1943-04-30,397.0,273.72
1943-05-31,411.0,282.79
1943-06-30,319.84,249.92
1943-07-31,254.42950000000008,258.25
1943-08-31,160.9715205703601,258.25
1943-09-30,321.404428853755,249.92
1943-10-31,288.9519002876046,196.54259971239549
1943-11-30,260.27343167714105,169.00663796683355
1943-12-31,188.86,220.27615
1944-01-31,188.86,164.97070000000002
1944-02-29,269.63565000000006,233.25
1944-03-31,297.65215000000006,258.25
1944-04-30,303.0327,249.92
1944-05-31,293.11346443881195,258.25
1944-06-30,332.1630617554909,249.92
1944-07-31,141.64,195.33549999999997
1944-08-31,262.0240473480039,258.25
1944-09-30,182.76,190.15250000000003
1944-10-31,284.51218810612465,106.2353118938754
1944-11-30,307.1010936056381,170.81145639436184
1944-12-31,188.86,249.44115
1945-01-31,209.6844483764658,136.90625162353422
1945-02-28,503.0,255.46
1945-03-31,471.0,282.84
1945-04-30,396.8387,249.92
1945-05-31,324.27352806462284,258.25
1945-06-30,333.92435207807154,249.92
1945-07-31,238.7385,258.25
1945-08-31,187.77746306685376,258.25
1945-09-30,264.74850000000004,249.92
1945-10-31,322.2619706034565,172.91252939654356
1945-11-30,331.58772121237297,125.501828787627
1945-12-31,466.0,282.92
1946-01-31,502.0,282.84
1946-02-28,336.5286500000001,233.25
1946-03-31,456.0,275.34215000000023
1946-04-30,379.94392419207145,249.92
1946-05-31,324.5025603226874,258.25
1946-06-30,228.46,136.0383445880322
1946-07-31,141.64,229.5305
1946-08-31,165.0524630668537,258.25
1946-09-30,290.0335,249.92
1946-10-31,316.3893152419877,203.6481847580124
1946-11-30,319.84,121.02455000000003
1946-12-31,244.42515000000003,258.25
1947-01-31,188.86,154.51870000000002
1947-02-28,213.23,186.89865
1947-03-31,283.28000000000003,162.85615000000007
1947-04-30,228.46,239.7383840539152
1947-05-31,283.28000000000003,254.8731027821416
1947-06-30,331.59316928237257,249.92
1947-07-31,141.64,160.5585
1947-08-31,94.43,216.44231808778147
1947-09-30,188.92200985452249,154.64549014547754
1947-10-31,319.5712799380348,71.18522006196525
1947-11-30,200.5720460156378,143.01250398436218
1947-12-31,156.50013194834952,171.71001805165048
1948-01-31,188.86,117.13369999999998
1948-02-29,202.8820658820159,80.91858411798414
1948-03-31,283.28000000000003,150.1750151393017
1948-04-30,397.0,273.72
1948-05-31,289.1488978494625,258.25
1948-06-30,333.8275778845231,249.92
1948-07-31,185.75461064388887,236.005
1948-08-31,267.805,258.25
1948-09-30,239.6385,249.92
1948-10-31,327.898803157367,139.67469684263304
1948-11-30,247.250489476968,124.90906052303204
1948-12-31,188.86,203.84315
1949-01-31,188.86,103.23054276933247
1949-02-28,213.23,99.31926194432644
1949-03-31,434.0,282.84
1949-04-30,261.5127,249.92
1949-05-31,291.99943548387114,258.25
1949-06-30,314.9938981590933,249.92
1949-07-31,141.64,207.95049999999995
1949-08-31,267.805,258.25
1949-09-30,213.2379719038583,155.2405280961417
1949-10-31,283.28000000000003,41.55075189500105
1949-11-30,263.84202597844734,75.4555240215526
1949-12-31,188.86,147.63314999999994
1950-01-31,235.51318667042497,218.23351332957503
1950-02-28,357.8948643711443,233.25
1950-03-31,283.28000000000003,244.1982890868009
1950-04-30,397.0,261.367862055336
1950-05-31,377.71,258.25
1950-06-30,365.53,249.92
1950-07-31,342.91371530313205,258.25
1950-08-31,299.6279726685637,258.25
1950-09-30,245.07205000000008,249.92
1950-10-31,325.6679706034565,200.92216285313896
1950-11-30,397.0,273.72
1950-12-31,533.0,282.92
1951-01-31,582.0,282.84
1951-02-28,496.0,255.46
1951-03-31,470.0,282.84
1951-04-30,397.0,273.72
1951-05-31,411.0,258.25
1951-06-30,397.0,249.92
1951-07-31,174.48049999999995,258.25
1951-08-31,335.74925716451185,258.25
1951-09-30,277.83942885375507,249.92
1951-10-31,300.1695042410421,217.2203899976291
1951-11-30,282.67435711087,167.49082888821542
1951-12-31,431.67805036504495,258.25
1952-01-31,512.0,282.84
1952-02-29,463.0,255.46
1952-03-31,515.0,282.84
1952-04-30,397.0,273.72
1952-05-31,411.0,282.79
1952-06-30,397.0,273.72
1952-07-31,411.0,282.84
1952-08-31,399.69537774227456,258.25
1952-09-30,397.0,271.6634288537549
1952-10-31,266.93688458195106,200.4586154180489
1952-11-30,297.66841990912485,173.83213009087515
1952-12-31,333.48515,258.25
1953-01-31,478.0,282.84
1953-02-28,296.09765000000004,233.25
1953-03-31,315.61828981456705,258.25
1953-04-30,397.0,273.72
1953-05-31,375.7299830748867,258.25
1953-06-30,365.53,249.92
1953-07-31,163.0265,258.25
1953-08-31,169.1034630668537,258.25
1953-09-30,306.2904293172728,249.92
1953-10-31,314.63488816101,101.7266118389901
1953-11-30,231.72406939994505,155.35686206473397
1953-12-31,188.86,187.99615
1954-01-31,232.05906474155503,169.36063525844497
1954-02-28,405.0,237.76965000000013
1954-03-31,441.0,282.84
1954-04-30,397.0,273.72
1954-05-31,309.4506908068043,258.25
1954-06-30,333.1383305726952,249.92
1954-07-31,205.8685,258.25
1954-08-31,187.16446306685376,258.25
1954-09-30,307.78650000000005,249.92
1954-10-31,325.6969706034565,124.90652939654352
1954-11-30,295.6752359815872,146.41939628975362
1954-12-31,188.86,240.88315
1955-01-31,236.07,247.9437
1955-02-28,213.23,101.54664557158654
1955-03-31,283.28000000000003,156.023
1955-04-30,228.46,245.2287
1955-05-31,292.5940591397851,258.25
1955-06-30,274.15,236.042
1955-07-31,141.64,225.26514267304685
1955-08-31,267.805,258.25
1955-09-30,182.76,193.6855
1955-10-31,283.28000000000003,79.49586587521594
1955-11-30,236.83571718820343,103.63783281179651
1955-12-31,491.0,282.92
1956-01-31,622.4649999999999,258.25
1956-02-29,548.0,242.01501661816053
1956-03-31,494.0,282.84
1956-04-30,397.0,273.72
1956-05-31,411.0,282.79
1956-06-30,397.0,273.72
1956-07-31,386.442665457665,258.25
1956-08-31,202.50044276038784,258.25
1956-09-30,317.16642885375506,249.92
1956-10-31,304.14931524198767,193.3503643578147
1956-11-30,285.4247155840007,159.31217758362442
1956-12-31,188.86,216.61914999999996
1957-01-31,188.86,130.29810725963495
1957-02-28,213.23,182.17265
1957-03-31,442.0,282.84
1957-04-30,394.3520491304498,249.92
1957-05-31,406.9690000000001,258.25
1957-06-30,397.0,249.92
1957-07-31,325.4655227135576,258.25
1957-08-31,303.10980521357686,258.25
1957-09-30,229.4155,249.92
1957-10-31,283.28000000000003,96.47250000000008
1957-11-30,229.08273272392975,131.8738172760702
1957-12-31,188.86,230.56515
1958-01-31,311.5334578333189,258.25
1958-02-28,446.0,255.46
1958-03-31,514.0,282.84
1958-04-30,397.0,273.72
1958-05-31,411.0,282.79
1958-06-30,397.0,273.72
1958-07-31,384.8290507133471,258.25
1958-08-31,324.1012792985087,258.25
1958-09-30,397.0,249.92
1958-10-31,295.36431524198764,147.03718475801242
1958-11-30,319.84,175.92607806559147
1958-12-31,188.86,238.65615
1959-01-31,236.07,239.14470000000003
1959-02-28,440.0,255.46
1959-03-31,283.28000000000003,222.63115000000005
1959-04-30,228.46,179.3847
1959-05-31,188.86,103.94897831303116
1959-06-30,137.07,136.6907864971019
1959-07-31,169.19410116642337,258.25
1959-08-31,140.17946306685366,258.25
1959-09-30,228.46,237.29305
1959-10-31,311.8276069670929,60.07089303290718
1959-11-30,216.7227086505032,100.5597913494968
1959-12-31,163.13237158127768,137.43977841872234
1960-01-31,188.86,113.5697
1960-02-29,255.87,230.8216500000001
1960-03-31,283.28000000000003,154.48532249246975
1960-04-30,228.46,139.29091687743977
1960-05-31,236.07,240.7396736071184
1960-06-30,274.15,249.92
1960-07-31,141.64,201.76130000000003
1960-08-31,94.43,181.5409630668537
1960-09-30,196.29157700312388,159.9329229968761
1960-10-31,304.1007650263755,53.36173497362455
1960-11-30,290.6916444289804,80.97390557101956
1960-12-31,188.2374555471221,136.36369445287792
1961-01-31,188.86,93.5817
1961-02-28,228.27588750278045,194.6357624972196
1961-03-31,274.48715000000004,104.363
1961-04-30,228.46,76.378
1961-05-31,283.28000000000003,239.4390000000001
1961-06-30,274.15,236.042
1961-07-31,141.64,190.16230917716288
1961-08-31,267.805,258.25
1961-09-30,191.73805913978487,149.16344086021508
1961-10-31,236.07,0.703
1961-11-30,184.2830291993976,103.11352080060244
1961-12-31,152.36400706241292,148.1681429375871
1962-01-31,188.86,50.18986478150436
1962-02-28,474.0,255.46
1962-03-31,332.7144398660631,258.25
1962-04-30,373.66870000000006,249.92
1962-05-31,292.161801075269,258.25
1962-06-30,333.9867176694694,249.92
1962-07-31,183.29550838311025,237.48799161688984
1962-08-31,131.72246306685366,258.25
1962-09-30,185.09350000000003,249.92
1962-10-31,325.5729706034565,199.3312629310962
1962-11-30,228.6245667755036,151.2939832244964
1962-12-31,188.86,248.40615
1963-01-31,236.07,144.24633272250523
1963-02-28,443.0,255.46
1963-03-31,313.47415000000007,258.25
1963-04-30,397.0,273.72
1963-05-31,352.5820055335968,258.25
1963-06-30,319.84,249.92
1963-07-31,207.83735498609497,258.25
1963-08-31,170.64046306685373,258.25
1963-09-30,315.21042885375505,249.92
1963-10-31,316.18531524198767,175.5191847580124
1963-11-30,365.53,133.59955000000002
1963-12-31,188.86,236.77215
1964-01-31,236.07,207.3737
1964-02-29,205.91233763755056,96.81479792281218
1964-03-31,283.28000000000003,164.45653924731184
1964-04-30,228.46,156.35117376681032
1964-05-31,288.19400000000013,258.25
1964-06-30,322.9824165942006,249.92
1964-07-31,141.64,212.1316709322521
1964-08-31,299.3817361094239,258.25
1964-09-30,182.76,171.35250000000002
1964-10-31,283.28000000000003,67.97097429352414
1964-11-30,238.02423509931472,148.92331490068526
1964-12-31,435.0,282.92
1965-01-31,533.0,282.84
1965-02-28,473.0,255.46
1965-03-31,426.3566414292136,258.25
1965-04-30,397.0,273.72
1965-05-31,411.0,258.25
1965-06-30,322.52496912415336,249.92
1965-07-31,275.3815000000001,258.25
1965-08-31,286.06046306685374,258.25
1965-09-30,261.8715750898522,249.92
1965-10-31,314.7483152419877,154.05718475801234
1965-11-30,319.84,217.73555000000005
1965-12-31,346.6561499999999,258.25
1966-01-31,340.3637000000001,258.25
1966-02-28,305.2346500000001,233.25
1966-03-31,283.28000000000003,246.6384611298117
1966-04-30,283.8068517237996,249.92
1966-05-31,340.12831943645006,258.25
1966-06-30,333.38886820710377,249.92
1966-07-31,141.64,250.8005
1966-08-31,130.68146306685367,258.25
1966-09-30,218.39650000000003,249.92
1966-10-31,281.08274671507525,110.0474868194774
1966-11-30,251.8317231777252,151.3488268222748
1966-12-31,410.8151049468328,258.25
1967-01-31,470.0,282.84
1967-02-28,415.0,255.46
1967-03-31,481.0,282.84
1967-04-30,397.0,273.72
1967-05-31,411.0,282.79
1967-06-30,397.0,273.72
1967-07-31,411.0,282.84
1967-08-31,277.2240826410301,258.25
1967-09-30,350.966428853755,249.92
1967-10-31,267.06088458195103,206.46761541804895
1967-11-30,319.84,183.14278949009636
1967-12-31,188.86,239.66815000000005
1968-01-31,236.07,222.81169999999997
1968-02-29,421.0,242.7436500000001
1968-03-31,364.34115,258.25
1968-04-30,228.46,249.92
1968-05-31,330.5,258.25
1968-06-30,321.64624059926086,249.92
1968-07-31,158.02550000000002,258.25
1968-08-31,152.2044630668537,258.25
1968-09-30,188.80750000000003,249.92
1968-10-31,282.1699063864824,172.93665960174604
1968-11-30,242.98574506746704,155.8218049325329
1968-12-31,188.86,240.18715
1969-01-31,616.8899999999999,258.25
1969-02-28,557.1899999999999,233.25
1969-03-31,518.0,282.84
1969-04-30,397.0,273.72
1969-05-31,411.0,282.79
1969-06-30,397.0,273.72
1969-07-31,411.0,282.84
1969-08-31,411.0,258.25
1969-09-30,397.0,267.206428853755
1969-10-31,394.4145983661989,258.25
1969-11-30,296.13958637001576,204.04280960322956
1969-12-31,440.0,282.92
1970-01-31,620.2438689863018,258.25
1970-02-28,519.0,255.46
1970-03-31,481.0,282.84
1970-04-30,336.4317,249.92
1970-05-31,330.5,258.25
1970-06-30,319.84,249.92
1970-07-31,203.76350000000008,258.25
1970-08-31,135.9578725615199,258.25
1970-09-30,290.28642885375507,249.92
1970-10-31,294.87044414922144,203.53805585077865
1970-11-30,314.063763309324,155.96551687910744
1970-12-31,435.0,282.92
1971-01-31,453.0,261.5627000000001
1971-02-28,233.83665,233.25
1971-03-31,439.0,282.84
1971-04-30,397.0,273.72
1971-05-31,411.0,258.25
1971-06-30,397.0,249.92
1971-07-31,148.36949999999996,258.25
1971-08-31,150.64946306685374,258.25
1971-09-30,305.5592465215739,249.92
1971-10-31,290.5053152419877,131.32518475801237
1971-11-30,243.27119571358784,154.30041073723206
1971-12-31,235.54215,258.25
1972-01-31,188.86,140.22870000000006
1972-02-29,213.23,184.85065
1972-03-31,283.28000000000003,249.1616761835752
1972-04-30,257.80561820591754,249.92
1972-05-31,314.02400000000017,258.25
1972-06-30,335.7028467017274,249.92
1972-07-31,169.4028832468342,258.25
1972-08-31,278.6175908056932,258.25
1972-09-30,182.76,247.28250000000003
1972-10-31,283.28000000000003,139.9410000000001
1972-11-30,250.11728033298704,163.2642696670129
1972-12-31,193.02215,258.25
1973-01-31,460.0,282.84
1973-02-28,444.0,255.46
1973-03-31,468.0,282.84
1973-04-30,397.0,273.72
1973-05-31,411.0,258.25
1973-06-30,397.0,249.92
1973-07-31,196.90202064979115,258.25
1973-08-31,411.0,258.25
1973-09-30,263.961428853755,249.92
1973-10-31,325.9109706034565,204.67788122450008
1973-11-30,397.0,273.72
1973-12-31,445.0,282.92
1974-01-31,517.0,282.84
1974-02-28,445.0,234.4486500000002
1974-03-31,480.0,282.84
1974-04-30,397.0,273.72
1974-05-31,411.0,282.79
1974-06-30,397.0,273.72
1974-07-31,411.0,258.25
1974-08-31,410.305,258.25
1974-09-30,358.4375,249.92
1974-10-31,289.62331524198765,202.49470531090577
1974-11-30,313.336153985707,194.769396014293
1974-12-31,190.06915000000004,258.25
1975-01-31,201.23985741665268,135.79841793748733
1975-02-28,454.0,255.46
1975-03-31,479.0,282.84
1975-04-30,397.0,273.72
1975-05-31,411.0,258.25
1975-06-30,397.0,273.72
1975-07-31,304.1376799203768,258.25
1975-08-31,267.805,258.25
1975-09-30,320.4425000000001,249.92
1975-10-31,288.01957014696865,132.56866338758414
1975-11-30,319.84,155.52555
1975-12-31,188.86,228.3619379989188
1976-01-31,166.143217311828,119.52548268817203
1976-02-29,170.57999999999998,111.37065
1976-03-31,236.07,95.57215
1976-04-30,228.46,98.4987
1976-05-31,159.43102585607093,65.34597967752592
1976-06-30,45.69,134.7101956264586
1976-07-31,97.6818717936422,195.19862820635785
1976-08-31,94.43,227.26396306685365
1976-09-30,182.76,156.7255
1976-10-31,291.0891075268818,50.90289247311828
1976-11-30,209.8926267719453,72.35892322805465
1976-12-31,188.86,115.78014999999994
1977-01-31,188.86,42.14169999999999
1977-02-28,170.57999999999998,57.96065000000005
1977-03-31,236.07,34.185793621944214
1977-04-30,228.46,113.08982010324628
1977-05-31,283.28000000000003,239.4390000000001
1977-06-30,274.15,225.884
1977-07-31,188.86,258.25
1977-08-31,267.805,258.25
1977-09-30,182.76,97.6775
1977-10-31,280.1618191517073,8.449052150537632
1977-11-30,127.64572527317422,90.17739355452734
1977-12-31,186.1233848427751,141.3170616567326
1978-01-31,481.0,282.84
1978-02-28,476.0,255.46
1978-03-31,487.0,282.84
1978-04-30,397.0,273.72
1978-05-31,411.0,282.79
1978-06-30,397.0,273.72
1978-07-31,381.0702472392463,258.25
1978-08-31,411.0,258.25
1978-09-30,356.56642885375504,249.92
1978-10-31,266.96688458195104,213.47194840658616
1978-11-30,302.93644162785296,207.50410837214707
1978-12-31,188.86,254.22915
1979-01-31,330.5817,258.25
1979-02-28,478.0,255.46
1979-03-31,481.0,282.84
1979-04-30,397.0,273.72
1979-05-31,411.0,282.79
1979-06-30,397.0,249.92
1979-07-31,147.35718510227417,258.25
1979-08-31,411.0,258.25
1979-09-30,225.74050000000005,249.92
1979-10-31,325.29655229327165,216.339884110822
1979-11-30,264.61969104365187,178.5329851091859
1979-12-31,188.86,213.66915
1980-01-31,616.7331201620325,258.25
1980-02-29,555.5459999999999,233.25
1980-03-31,518.0,282.84
1980-04-30,397.0,273.72
1980-05-31,411.0,282.79
1980-06-30,397.0,273.72
1980-07-31,411.0,266.1752226593197
1980-08-31,200.24729077051143,258.25
1980-09-30,316.9474288537551,249.92
1980-10-31,283.28000000000003,230.1295
1980-11-30,218.8960082393729,197.44454176062703
1980-12-31,188.86,241.67615
1981-01-31,223.88806474155507,209.4932087124514
1981-02-28,213.23,171.06451819053385
1981-03-31,321.69515000000007,258.25
1981-04-30,233.76470000000003,249.92
1981-05-31,364.5173362930453,258.25
1981-06-30,365.53,249.92
1981-07-31,172.13449999999995,258.25
1981-08-31,94.43,254.5954630668537
1981-09-30,182.76,182.5815
1981-10-31,293.4383152419877,115.12504319973266
1981-11-30,336.7057114998679,236.519848217259
1981-12-31,431.0,282.92
1982-01-31,490.0,282.84
1982-02-28,556.1963796501435,233.25
1982-03-31,518.0,282.84
1982-04-30,397.0,273.72
1982-05-31,411.0,282.79
1982-06-30,397.0,273.72
1982-07-31,411.0,282.84
1982-08-31,411.0,282.84
1982-09-30,397.0,273.72
1982-10-31,411.0,282.84
1982-11-30,397.0,249.92
1982-12-31,533.0,258.25
1983-01-31,616.8899999999999,258.25
1983-02-28,555.547,233.25
1983-03-31,518.0,276.1014739200356
1983-04-30,397.0,273.72
1983-05-31,411.0,282.79
1983-06-30,397.0,273.72
1983-07-31,411.0,282.84
1983-08-31,411.0,282.84
1983-09-30,397.0,249.92
1983-10-31,411.0,258.25
1983-11-30,397.0,249.92
1983-12-31,533.0,258.25
1984-01-31,616.8899999999999,258.25
1984-02-29,529.0,233.25
1984-03-31,475.0,282.84
1984-04-30,397.0,273.72
1984-05-31,366.9066454473108,258.25
1984-06-30,264.9354124731341,249.92
1984-07-31,221.5745,258.25
1984-08-31,211.2334630668538,258.25
1984-09-30,348.0454288537551,249.92
1984-10-31,325.87197060345653,245.8942629310961
1984-11-30,319.84,233.86801678724493
1984-12-31,188.86,250.15215
1985-01-31,188.86,161.69870000000003
